panel,label_code,method,station_cases,stations,rows_total,positive_rows_total,auroc_case_mean,auprc_case_mean,auprc_case_median,auprc_case_min,precision_at_k_case_mean,selected_case_count,selected_run_count,run_count
hadisd_multistation_streak_pmldp,DSS,privsaf_hmm,18,18,857396,3222,0.44244458693358024,0.008018679341483476,0.003316089610016569,0.0003614746387202136,0.01524809776978836,8,46,108
hadisd_multistation_streak_pmldp,DSS,privsaf_mixture,18,18,857396,3222,0.48148384303667285,0.004035489655620474,0.0022508046268087233,0.0005294088144341976,0.0010725638690782969,8,44,108
hadisd_multistation_streak_pmldp,DSS,pm_column_likelihood_scan,18,18,857396,3222,0.45245944356064854,0.0036029034653284587,0.00231283756409446,0.0004058696889463599,0.002580004507501967,2,18,108
hadisd_multistation_streak_pmldp,TSS,privsaf_hmm,20,20,955152,6177,0.5221849850924181,0.012726121482574907,0.007912013741721607,0.0006516791438363237,0.021226744554489887,13,55,120
hadisd_multistation_streak_pmldp,TSS,privsaf_mixture,20,20,955152,6177,0.5066078364457358,0.00759375400379997,0.0048410417960541895,0.0007759783048506717,0.011866088259176283,6,50,120
hadisd_multistation_streak_pmldp,TSS,pm_column_likelihood_scan,20,20,955152,6177,0.4613775571579408,0.006148603285760812,0.00301920325892009,0.0007810924185335555,0.0058882131560749245,1,15,120
