panel,dataset_id,dataset,epsilon,seed,fault_mode,evidence_type,n_test,fault_rate,stuck_value,method,auroc,auprc,runtime_sec
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_subseq_nn,0.4832426067485136,0.20944471958703792,5.00003807246685e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,privsaf_matched_hmm,0.9110493398193191,0.6242233029538599,0.8200352999992901
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_iforest,0.7173577329935913,0.3310686367653747,1.00000761449337e-06
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_lof,0.6247104470697243,0.2579795552494605,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_subseq_nn,0.6991680179136747,0.4108354987490056,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_iforest,0.8615994903868426,0.5581952720396625,3.00002284348011e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_lof,0.7928190873291638,0.3980315811319609,9.999930625781417e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_subseq_nn,0.6008763802023009,0.2825766960040018,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,privsaf_matched_hmm,0.9993282372017606,0.9972576189559763,0.7944293999898946
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,template_stuck,template_based_injection,1799,0.2001111728738188,-0.9994979919678716,pm_window_iforest,0.6450003860705738,0.28204840464998304,1.300009898841381e-06
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,template_stuck,template_based_injection,1799,0.2001111728738188,-0.9994979919678716,pm_window_lof,0.6247644969500424,0.2682699877045834,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,template_stuck,template_based_injection,1799,0.2001111728738188,-0.9994979919678716,pm_subseq_nn,0.5157902864643658,0.20613491312084692,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,template_stuck,template_based_injection,1799,0.2001111728738188,-0.9994979919678716,ldp_postmean_iforest,0.5164832831441587,0.2128907584719852,3.00002284348011e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,template_stuck,template_based_injection,1799,0.2001111728738188,-0.9994979919678716,ldp_postmean_lof,0.5180758242606749,0.20333162048608777,5.00003807246685e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,template_stuck,template_based_injection,1799,0.2001111728738188,-0.9994979919678716,ldp_postmean_subseq_nn,0.5177071268627905,0.20477942201667163,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,1,template_stuck,template_based_injection,1799,0.2001111728738188,-0.9994979919678716,privsaf_matched_hmm,0.7973843718631766,0.43920527817140564,0.748245599999791
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_iforest,0.5405142460041695,0.22136950971812402,6.999907782301307e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_lof,0.504833603582735,0.20277892629717018,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_subseq_nn,0.5116747741487144,0.2088488302492229,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_iforest,0.5122133425990272,0.20990354299402528,5.999900167807937e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_lof,0.49059146011890975,0.19825443792425523,6.999907782301307e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_subseq_nn,0.5153405142460041,0.21364415773232612,5.999900167807937e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,privsaf_matched_mixture,0.6622509844799629,0.3078095795546386,0.018626899996888824
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_iforest,0.5656146243533318,0.23540879145003676,1.300009898841381e-06
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_lof,0.4860763647594781,0.19423383894610105,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_subseq_nn,0.4827851131186781,0.1965526008800135,5.999900167807937e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_iforest,0.58079491931125,0.2427261165280593,8.00006091594696e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_lof,0.4486854296965485,0.1792175399025488,6.999907782301307e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_subseq_nn,0.4852965022006023,0.19071462010652485,8.00006091594696e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,iid_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,privsaf_matched_mixture,0.8073768434869895,0.49575064364795995,0.01483379999990575
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_iforest,0.6682611381360514,0.296508620491424,9.00006853044033e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_lof,0.7151455486062852,0.3667154596014632,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_subseq_nn,0.4849413172727975,0.20034383555525034,1.8999999156221747e-06
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_iforest,0.5301270172187476,0.20219906199742604,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_lof,0.5363581962782796,0.21154797098119515,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,ldp_postmean_subseq_nn,0.5454231333487761,0.2188062587721341,9.00006853044033e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,privsaf_matched_hmm,0.8918770751293337,0.5731177667206789,0.8423961000080453
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_iforest,0.807800555941626,0.46136578630654423,7.00005330145359e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_window_lof,0.7271735773299359,0.3442781987137956,3.9998849388211966e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,pm_subseq_nn,0.6865724654466837,0.4134809172686654,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_iforest,0.8623619797699019,0.5345088096430378,3.00002284348011e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_lof,0.7652343448382365,0.3692009629266748,6.00004568696022e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,ldp_postmean_subseq_nn,0.5815110802254653,0.34170159681317036,4.999892553314567e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,segment_stuck,controlled_injection,1799,0.2001111728738188,0.4277108433734942,privsaf_matched_hmm,0.9986564744035209,0.9943165994478426,0.8289791999995941
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,template_stuck,template_based_injection,1799,0.2001111728738188,-1.0,pm_window_iforest,0.5470832368156899,0.2227523356529074,1.2999953469261527e-06
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,template_stuck,template_based_injection,1799,0.2001111728738188,-1.0,pm_window_lof,0.557084395027411,0.22839527210949429,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,template_stuck,template_based_injection,1799,0.2001111728738188,-1.0,pm_subseq_nn,0.49088294340205385,0.19428772467036465,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,template_stuck,template_based_injection,1799,0.2001111728738188,-1.0,ldp_postmean_iforest,0.5213400509613157,0.22528502957729438,4.00003045797348e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,template_stuck,template_based_injection,1799,0.2001111728738188,-1.0,ldp_postmean_lof,0.5488437186317658,0.22841060215279455,4.999892553314567e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,template_stuck,template_based_injection,1799,0.2001111728738188,-1.0,ldp_postmean_subseq_nn,0.49612192108717473,0.19011379311654952,6.999907782301307e-07
controlled_pre_pm_faults,air_quality,UCI Air Quality,2.0,2,template_stuck,template_based_injection,1799,0.2001111728738188,-1.0,privsaf_matched_hmm,0.6592116438885028,0.2575564053960723,0.7903141999995569
controlled_pre_pm_faults,air_quality,UCI Air Quality,4.0,0,iid_stuck,controlled_injection,1799,0.2001111728738188,-0.9337349397590361,pm_window_iforest,0.4992722569685738,0.19212115174369065,6.999907782301307e-07
