panel,dataset_id,dataset,epsilon,seed,fault_mode,n_test,fault_rate,true_bucket,method,auroc,auprc,runtime_sec,estimated_bucket,bucket_hit,estimated_fault_rate
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,iid_stuck,1799,0.2001111728738188,1,privsaf_matched_mixture,0.7994788047255039,0.4152387638174939,0.010830700004589744,1,1.0,0.34454545454545454
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,iid_stuck,1799,0.2001111728738188,22,channel_likelihood_scan,0.9096372866960081,0.6123268406560699,0.00040689999877940863,0,0.0,0.19677598665925514
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,iid_stuck,1799,0.2001111728738188,22,channel_llr_cusum,0.526745038993128,0.22468030149588974,0.004252899991115555,22,1.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,iid_stuck,1799,0.2001111728738188,22,channel_window_glr_scan,0.498331209945178,0.19893490019990215,0.021304800000507385,1,0.0,0.19733185102834908
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,iid_stuck,1799,0.2001111728738188,22,generic_pm_hmm,0.5979673384294649,0.30869380427837667,0.3171613000013167,1,0.0,0.7755683568686609
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,iid_stuck,1799,0.2001111728738188,22,privsaf_matched_mixture,0.9503194733997374,0.8183592074877387,0.011826500005554408,22,1.0,0.18424242424242424
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,1,channel_likelihood_scan,0.5678769979152188,0.2451706635106249,0.0006089000089559704,0,0.0,0.15508615897720957
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,1,channel_llr_cusum,0.4562871592927187,0.17857413826503082,0.0039228000096045434,0,0.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,1,channel_window_glr_scan,0.8631051656242761,0.47859186555421707,0.021989600005326793,0,0.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,1,generic_pm_hmm,0.917460041695622,0.6432682914399094,0.31685480001033284,1,1.0,0.48297744324065417
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,1,privsaf_matched_hmm,0.9455080688749903,0.7939338850753908,0.5097627000068314,1,1.0,0.420010025035464
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,22,channel_likelihood_scan,0.9155567137672767,0.6362437197335674,0.0005013000045437366,0,0.0,0.1962201222901612
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,22,channel_llr_cusum,0.46492741873214427,0.18257701987405933,0.004215800014208071,23,0.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,22,channel_window_glr_scan,0.9196500270249401,0.6486789875720401,0.021033600001828745,22,1.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,22,generic_pm_hmm,0.9995096903713998,0.9980074680334292,0.31490349999512546,22,1.0,0.2090262081318924
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,segment_stuck,1799,0.2001111728738188,22,privsaf_matched_hmm,0.9994981082541888,0.99795356256331,0.5032039999932749,22,1.0,0.20556821140573706
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,template_stuck,1799,0.2001111728738188,0,channel_likelihood_scan,0.7054551772063933,0.32953087238271106,0.0005109000048832968,0,1.0,0.1962201222901612
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,template_stuck,1799,0.2001111728738188,0,channel_llr_cusum,0.4504420508068875,0.18248442753357141,0.004153499990934506,0,1.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,template_stuck,1799,0.2001111728738188,0,channel_window_glr_scan,0.7469152961161301,0.3333150036887385,0.02256499999202788,0,1.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,template_stuck,1799,0.2001111728738188,0,generic_pm_hmm,0.9065496872828354,0.6897373166233437,0.31824569999298546,0,1.0,0.4749236400626172
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,1,template_stuck,1799,0.2001111728738188,0,privsaf_matched_hmm,0.9276310709597714,0.7146068421427217,0.49899700000241864,0,1.0,0.3760028676806799
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,2,iid_stuck,1799,0.2001111728738188,1,channel_likelihood_scan,0.5516851980542042,0.23494836637191185,0.00043990000267513096,0,0.0,0.15953307392996108
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,2,iid_stuck,1799,0.2001111728738188,1,channel_llr_cusum,0.5105223534862173,0.2046710749960378,0.004044500004965812,0,0.0,0.2001111728738188
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,2,iid_stuck,1799,0.2001111728738188,1,channel_window_glr_scan,0.49897305227395566,0.20267128535623966,0.021459099996718578,1,1.0,0.1895497498610339
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,2,iid_stuck,1799,0.2001111728738188,1,generic_pm_hmm,0.55287815612694,0.2226928760686585,0.317622599992319,1,1.0,0.5934866256482372
channel_baseline_ablation,air_quality,UCI Air Quality,4.0,2,iid_stuck,1799,0.2001111728738188,1,privsaf_matched_mixture,0.8055806501428461,0.43302423670638324,0.0110794999927748,1,1.0,0.37242424242424244
