query_name,design,reps,input_rows,output_rows,p50_elapsed_ms,mean_elapsed_ms,min_elapsed_ms,max_elapsed_ms,p50_throughput_rows_per_sec
budget_window_direct_reports,base_window,3,200000,1,86.13624599820469,86.17628766902878,86.0573890095111,86.33522799937055,2321902.907217114
budget_window_materialized,materialized_window,3,200000,1,9.452783997403458,9.50116700065943,9.372436004923657,9.678280999651179,21157788.018316835
candidate_topk_lookup,persisted_candidates,3,96,10,0.009911003871820867,0.014925002081630131,0.009019000572152436,0.02584500180091709,9686203.460473748
end_to_end_dashboard_query,ingest_clean_analyze,3,200000,1,1.2745069980155677,1.2818039976991713,1.2622289941646159,1.3086760009173304,156923422.3989385
likelihood_join_direct_reports,base_tables,3,200000,96,3830.128281013458,3833.8256770027024,3822.9715939960442,3848.3771559986053,52217.57218718525
likelihood_join_materialized_counts,materialized_counts,3,200000,96,1.1874069896293804,1.2167196643228333,1.114610000513494,1.3481420028256252,168434245.16342542
provenance_event_drilldown,indexed_provenance,3,200000,100,0.9173370053758845,0.9578279956864814,0.9149699908448383,1.0411769908387214,218022383.08052206
repair_aggregate_direct_join,base_join_aggregate,3,200000,4000,127.44514599035028,127.65525733023726,127.4261789949378,128.09444700542372,1569302.608160089
repair_dashboard_materialized,materialized_analytics,3,200000,2000,1.3613990013254806,1.3707883335882798,1.3040619960520416,1.446904003387317,146907702.88892284
