dataset,target,epsilon,seed,stuck_value,true_bucket,fault_rate,mode,method,n_test,auroc,auprc,r_error,bucket_error,bucket_acc,js,wasserstein,runtime_sec
UCI Air Quality,C6H6(GT),1.2,0,0.03125,16,0.3,segment,hmm,1799,0.9356999970582179,0.8404754224896527,0.05290320350132138,0,1.0,0.04296587700276243,0.10183109115356266,0.3676995849964442
UCI Air Quality,C6H6(GT),1.2,0,0.03125,16,0.3,segment,random,1799,0.491518842114553,0.2957488736472729,0.3,17,0.0,0.04296587700276243,0.10183109115356266,0.0
UCI Air Quality,C6H6(GT),1.2,1,0.03125,16,0.3,segment,mixture,1799,0.691105521725061,0.4551975976708251,0.09622641509433957,0,1.0,0.04296587700276243,0.10183109115356266,0.012155121003161184
UCI Air Quality,C6H6(GT),1.2,1,0.03125,16,0.3,segment,hmm,1799,0.9172432559644633,0.7627649761813059,0.039547247848734535,0,1.0,0.04296587700276243,0.10183109115356266,0.3671020640031202
UCI Air Quality,C6H6(GT),1.2,1,0.03125,16,0.3,segment,random,1799,0.5212205454064073,0.31090206581528385,0.3,17,0.0,0.04296587700276243,0.10183109115356266,0.0
UCI Air Quality,C6H6(GT),1.2,2,0.03125,16,0.3,segment,mixture,1799,0.7018908304650957,0.47373129432093253,0.0912578616352201,0,1.0,0.04296587700276243,0.10183109115356266,0.012158480996731669
UCI Air Quality,C6H6(GT),1.2,2,0.03125,16,0.3,segment,hmm,1799,0.9294089959697585,0.8757769196490867,0.051230552112021155,0,1.0,0.04296587700276243,0.10183109115356266,0.36823615500179585
UCI Air Quality,C6H6(GT),1.2,2,0.03125,16,0.3,segment,random,1799,0.48461300856058603,0.29035758971253567,0.3,17,0.0,0.04296587700276243,0.10183109115356266,0.0
UCI Air Quality,C6H6(GT),1.2,3,0.03125,16,0.3,segment,mixture,1799,0.7154318536169212,0.48241392290307356,0.11113207547169807,1,0.0,0.04296587700276243,0.10183109115356266,0.012135713011957705
UCI Air Quality,C6H6(GT),1.2,3,0.03125,16,0.3,segment,hmm,1799,0.9402259288677082,0.846777712775538,0.028880237340340897,0,1.0,0.04296587700276243,0.10183109115356266,0.36740998399909586
UCI Air Quality,C6H6(GT),1.2,3,0.03125,16,0.3,segment,random,1799,0.504321477951343,0.3040456585632596,0.3,17,0.0,0.04296587700276243,0.10183109115356266,0.0
UCI Air Quality,C6H6(GT),1.2,4,0.03125,16,0.3,segment,mixture,1799,0.6920211514135263,0.4752960897715051,0.10616352201257859,0,1.0,0.04296587700276243,0.10183109115356266,0.01214622899715323
