station_id,label_code,label,n_rows_full,positive_rows_full,fault_rate_full,negative_rows_full,eligible_for_pmldp,sample_rule,n_rows_sample,positive_rows_sample,fault_rate_sample,station_url
062000-99999,DSS,dew point straight string,47639,382,0.00801864018976049,47257,1,full,47639,382,0.00801864018976049,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062000-99999.nc.gz
062000-99999,PSS,sea-level pressure straight string,20565,0,0.0,20565,0,full,20565,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062000-99999.nc.gz
029210-99999,TSS,temperature straight string,49148,23,0.00046797428176121106,49125,0,full,49148,23,0.00046797428176121106,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029210-99999.nc.gz
029210-99999,DSS,dew point straight string,49022,0,0.0,49022,0,full,49022,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029210-99999.nc.gz
029210-99999,PSS,sea-level pressure straight string,48221,0,0.0,48221,0,full,48221,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029210-99999.nc.gz
031520-99999,TSS,temperature straight string,52719,13,0.0002465904133234697,52706,0,stratified_cap_50000,50000,12,0.00024,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031520-99999.nc.gz
031520-99999,DSS,dew point straight string,52656,11,0.00020890306897599514,52645,0,stratified_cap_50000,50000,10,0.0002,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031520-99999.nc.gz
031520-99999,PSS,sea-level pressure straight string,51,0,0.0,51,0,full,51,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031520-99999.nc.gz
029010-99999,TSS,temperature straight string,50868,0,0.0,50868,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029010-99999.nc.gz
029010-99999,DSS,dew point straight string,50705,35,0.0006902672320283996,50670,0,stratified_cap_50000,50000,35,0.0007,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029010-99999.nc.gz
029010-99999,PSS,sea-level pressure straight string,50853,0,0.0,50853,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029010-99999.nc.gz
063240-99999,TSS,temperature straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063240-99999.nc.gz
063240-99999,DSS,dew point straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063240-99999.nc.gz
063240-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063240-99999.nc.gz
021080-99999,TSS,temperature straight string,50057,0,0.0,50057,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_021080-99999.nc.gz
021080-99999,DSS,dew point straight string,49536,0,0.0,49536,0,full,49536,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_021080-99999.nc.gz
021080-99999,PSS,sea-level pressure straight string,39768,0,0.0,39768,0,full,39768,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_021080-99999.nc.gz
023100-99999,TSS,temperature straight string,53533,0,0.0,53533,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023100-99999.nc.gz
023100-99999,DSS,dew point straight string,52733,0,0.0,52733,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023100-99999.nc.gz
023100-99999,PSS,sea-level pressure straight string,29615,0,0.0,29615,0,full,29615,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023100-99999.nc.gz
063130-99999,TSS,temperature straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063130-99999.nc.gz
063130-99999,DSS,dew point straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063130-99999.nc.gz
063130-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063130-99999.nc.gz
085660-99999,TSS,temperature straight string,50134,0,0.0,50134,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085660-99999.nc.gz
085660-99999,DSS,dew point straight string,45249,0,0.0,45249,0,full,45249,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085660-99999.nc.gz
085660-99999,PSS,sea-level pressure straight string,49912,0,0.0,49912,0,full,49912,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085660-99999.nc.gz
038140-99999,TSS,temperature straight string,52139,606,0.01162277757532749,51533,1,stratified_cap_50000,50000,581,0.01162,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_038140-99999.nc.gz
038140-99999,DSS,dew point straight string,52060,97,0.001863234729158663,51963,1,stratified_cap_50000,50000,93,0.00186,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_038140-99999.nc.gz
038140-99999,PSS,sea-level pressure straight string,52025,0,0.0,52025,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_038140-99999.nc.gz
026400-99999,TSS,temperature straight string,50782,71,0.0013981331968020165,50711,1,stratified_cap_50000,50000,70,0.0014,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026400-99999.nc.gz
026400-99999,DSS,dew point straight string,46420,29,0.0006247307195174494,46391,0,full,46420,29,0.0006247307195174494,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026400-99999.nc.gz
026400-99999,PSS,sea-level pressure straight string,50697,0,0.0,50697,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026400-99999.nc.gz
014703-99999,TSS,temperature straight string,93174,110,0.0011805868589949986,93064,1,stratified_cap_50000,50000,59,0.00118,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_014703-99999.nc.gz
014703-99999,DSS,dew point straight string,79430,55,0.000692433589323933,79375,1,stratified_cap_50000,50000,35,0.0007,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_014703-99999.nc.gz
014703-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_014703-99999.nc.gz
020860-99999,TSS,temperature straight string,56341,0,0.0,56341,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_020860-99999.nc.gz
020860-99999,DSS,dew point straight string,55505,12,0.0002161967390325196,55493,0,stratified_cap_50000,50000,11,0.00022,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_020860-99999.nc.gz
020860-99999,PSS,sea-level pressure straight string,47103,0,0.0,47103,0,full,47103,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_020860-99999.nc.gz
021440-99999,TSS,temperature straight string,51921,32,0.0006163209491342617,51889,0,stratified_cap_50000,50000,31,0.00062,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_021440-99999.nc.gz
021440-99999,DSS,dew point straight string,50858,26,0.0005112273388650753,50832,0,stratified_cap_50000,50000,26,0.00052,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_021440-99999.nc.gz
021440-99999,PSS,sea-level pressure straight string,51754,0,0.0,51754,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_021440-99999.nc.gz
024440-99999,TSS,temperature straight string,49987,0,0.0,49987,0,full,49987,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024440-99999.nc.gz
024440-99999,DSS,dew point straight string,49864,0,0.0,49864,0,full,49864,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024440-99999.nc.gz
024440-99999,PSS,sea-level pressure straight string,49678,0,0.0,49678,0,full,49678,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024440-99999.nc.gz
024740-99999,TSS,temperature straight string,51461,34,0.0006606945065195003,51427,0,stratified_cap_50000,50000,33,0.00066,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024740-99999.nc.gz
024740-99999,DSS,dew point straight string,51314,0,0.0,51314,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024740-99999.nc.gz
024740-99999,PSS,sea-level pressure straight string,51306,0,0.0,51306,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_024740-99999.nc.gz
026060-99999,TSS,temperature straight string,52825,61,0.0011547562707051586,52764,1,stratified_cap_50000,50000,58,0.00116,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026060-99999.nc.gz
026060-99999,DSS,dew point straight string,52751,0,0.0,52751,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026060-99999.nc.gz
026060-99999,PSS,sea-level pressure straight string,52701,0,0.0,52701,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026060-99999.nc.gz
029730-99999,TSS,temperature straight string,55444,0,0.0,55444,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029730-99999.nc.gz
029730-99999,DSS,dew point straight string,55293,0,0.0,55293,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029730-99999.nc.gz
029730-99999,PSS,sea-level pressure straight string,54555,0,0.0,54555,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_029730-99999.nc.gz
031394-99999,TSS,temperature straight string,100080,118,0.0011790567545963229,99962,1,stratified_cap_50000,50000,59,0.00118,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031394-99999.nc.gz
031394-99999,DSS,dew point straight string,100027,90,0.0008997570655922901,99937,1,stratified_cap_50000,50000,45,0.0009,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031394-99999.nc.gz
031394-99999,PSS,sea-level pressure straight string,1,0,0.0,1,0,full,1,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_031394-99999.nc.gz
033465-99999,TSS,temperature straight string,109048,107,0.0009812192795833027,108941,1,stratified_cap_50000,50000,49,0.00098,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_033465-99999.nc.gz
033465-99999,DSS,dew point straight string,109011,0,0.0,109011,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_033465-99999.nc.gz
033465-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_033465-99999.nc.gz
037020-99999,TSS,temperature straight string,59324,941,0.0158620457150563,58383,1,stratified_cap_50000,50000,793,0.01586,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_037020-99999.nc.gz
037020-99999,DSS,dew point straight string,59241,89,0.0015023379078678617,59152,1,stratified_cap_50000,50000,75,0.0015,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_037020-99999.nc.gz
037020-99999,PSS,sea-level pressure straight string,79,0,0.0,79,0,full,79,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_037020-99999.nc.gz
039270-99999,TSS,temperature straight string,51625,0,0.0,51625,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_039270-99999.nc.gz
039270-99999,DSS,dew point straight string,51602,0,0.0,51602,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_039270-99999.nc.gz
039270-99999,PSS,sea-level pressure straight string,41288,0,0.0,41288,0,full,41288,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_039270-99999.nc.gz
042070-99999,TSS,temperature straight string,37418,0,0.0,37418,0,full,37418,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_042070-99999.nc.gz
042070-99999,DSS,dew point straight string,37297,0,0.0,37297,0,full,37297,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_042070-99999.nc.gz
042070-99999,PSS,sea-level pressure straight string,59148,0,0.0,59148,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_042070-99999.nc.gz
060620-99999,TSS,temperature straight string,71011,476,0.0067031868302094046,70535,1,stratified_cap_50000,50000,335,0.0067,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_060620-99999.nc.gz
060620-99999,DSS,dew point straight string,70943,522,0.007358019818727711,70421,1,stratified_cap_50000,50000,368,0.00736,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_060620-99999.nc.gz
060620-99999,PSS,sea-level pressure straight string,676,0,0.0,676,0,full,676,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_060620-99999.nc.gz
060890-99999,TSS,temperature straight string,53910,114,0.00211463550361714,53796,1,stratified_cap_50000,50000,106,0.00212,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_060890-99999.nc.gz
060890-99999,DSS,dew point straight string,53640,34,0.000633855331841909,53606,0,stratified_cap_50000,50000,32,0.00064,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_060890-99999.nc.gz
060890-99999,PSS,sea-level pressure straight string,53884,0,0.0,53884,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_060890-99999.nc.gz
061000-99999,TSS,temperature straight string,72362,24,0.00033166579143749484,72338,0,stratified_cap_50000,50000,17,0.00034,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_061000-99999.nc.gz
061000-99999,DSS,dew point straight string,70195,0,0.0,70195,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_061000-99999.nc.gz
061000-99999,PSS,sea-level pressure straight string,2695,0,0.0,2695,0,full,2695,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_061000-99999.nc.gz
062480-99999,TSS,temperature straight string,1,0,0.0,1,0,full,1,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062480-99999.nc.gz
062480-99999,DSS,dew point straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062480-99999.nc.gz
062480-99999,PSS,sea-level pressure straight string,1,0,0.0,1,0,full,1,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062480-99999.nc.gz
062850-99999,TSS,temperature straight string,2,0,0.0,2,0,full,2,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062850-99999.nc.gz
062850-99999,DSS,dew point straight string,2,0,0.0,2,0,full,2,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062850-99999.nc.gz
062850-99999,PSS,sea-level pressure straight string,2,0,0.0,2,0,full,2,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_062850-99999.nc.gz
063080-99999,TSS,temperature straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063080-99999.nc.gz
063080-99999,DSS,dew point straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063080-99999.nc.gz
063080-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063080-99999.nc.gz
063120-99999,TSS,temperature straight string,3,0,0.0,3,0,full,3,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063120-99999.nc.gz
063120-99999,DSS,dew point straight string,3,0,0.0,3,0,full,3,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063120-99999.nc.gz
063120-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063120-99999.nc.gz
063150-99999,TSS,temperature straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063150-99999.nc.gz
063150-99999,DSS,dew point straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063150-99999.nc.gz
063150-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063150-99999.nc.gz
063160-99999,TSS,temperature straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063160-99999.nc.gz
063160-99999,DSS,dew point straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063160-99999.nc.gz
063160-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063160-99999.nc.gz
063310-99999,TSS,temperature straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063310-99999.nc.gz
063310-99999,DSS,dew point straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063310-99999.nc.gz
063310-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063310-99999.nc.gz
085581-99999,TSS,temperature straight string,118376,36,0.00030411569912820166,118340,0,stratified_cap_50000,50000,15,0.0003,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085581-99999.nc.gz
085581-99999,DSS,dew point straight string,118309,63,0.0005325038669923675,118246,1,stratified_cap_50000,50000,27,0.00054,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085581-99999.nc.gz
085581-99999,PSS,sea-level pressure straight string,0,0,nan,0,0,full,0,0,nan,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_085581-99999.nc.gz
022160-99999,TSS,temperature straight string,101359,28,0.0002762458193155023,101331,0,stratified_cap_50000,50000,14,0.00028,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_022160-99999.nc.gz
022160-99999,DSS,dew point straight string,101198,51,0.0005039625289037333,101147,1,stratified_cap_50000,50000,25,0.0005,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_022160-99999.nc.gz
022160-99999,PSS,sea-level pressure straight string,21,0,0.0,21,0,full,21,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_022160-99999.nc.gz
023370-99999,TSS,temperature straight string,97981,122,0.0012451393637541973,97859,1,stratified_cap_50000,50000,62,0.00124,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023370-99999.nc.gz
023370-99999,DSS,dew point straight string,97942,0,0.0,97942,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023370-99999.nc.gz
023370-99999,PSS,sea-level pressure straight string,24,0,0.0,24,0,full,24,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_023370-99999.nc.gz
025700-99999,TSS,temperature straight string,58053,16,0.00027561021824884155,58037,0,stratified_cap_50000,50000,14,0.00028,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025700-99999.nc.gz
025700-99999,DSS,dew point straight string,57848,16,0.00027658691743880515,57832,0,stratified_cap_50000,50000,14,0.00028,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025700-99999.nc.gz
025700-99999,PSS,sea-level pressure straight string,58045,0,0.0,58045,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_025700-99999.nc.gz
026260-99999,TSS,temperature straight string,54131,0,0.0,54131,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026260-99999.nc.gz
026260-99999,DSS,dew point straight string,52743,0,0.0,52743,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026260-99999.nc.gz
026260-99999,PSS,sea-level pressure straight string,52847,0,0.0,52847,0,stratified_cap_50000,50000,0,0.0,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_026260-99999.nc.gz
