panel,dataset_id,dataset,epsilon,seed,method,auroc,auprc,runtime_sec,runtime_ms_per_frame,estimated_bucket,n_test
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,2.0,2,privsaf_streaming_top8,0.8720442708333334,0.7559969187838342,0.27568910000263713,0.11487045833443214,18,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,0,privsaf_full_hmm,0.9566037326388889,0.7994950847667154,0.9264189999958035,0.3860079166649181,0,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,0,privsaf_streaming_top8,0.7973980034722223,0.5157080386402874,0.32158079999499023,0.1339919999979126,0,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,0,privsaf_full_hmm,0.9993815104166667,0.9972816244602507,0.906894600004307,0.3778727500017946,22,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,0,privsaf_streaming_top8,0.9550477430555555,0.9092635264046248,0.2850752999947872,0.118781374997828,3,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,1,privsaf_full_hmm,0.94560546875,0.7452911090992915,0.8764320999907795,0.3651800416628248,0,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,1,privsaf_streaming_top8,0.7597124565972223,0.47654796792698495,0.30287200000020675,0.1261966666667528,0,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,1,privsaf_full_hmm,0.9995323350694444,0.9980430266179391,0.8879269999888493,0.3699695833286872,22,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,1,privsaf_streaming_top8,0.8884212239583335,0.8126260985402647,0.3121191000100225,0.13004962500417605,5,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,2,privsaf_full_hmm,0.9577918836805556,0.8183495931489924,0.8407683999976143,0.3503201666656726,0,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,2,privsaf_streaming_top8,0.8035253906250001,0.526656083243433,0.28454529998998623,0.11856054166249426,0,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,2,privsaf_full_hmm,0.9993153211805555,0.9966704001326185,0.8810063999990234,0.36708599999959307,22,2400
streaming_segment_stuck,beijing_air,UCI Beijing Multi-Site Air,4.0,2,privsaf_streaming_top8,0.8767393663194444,0.8207031002262503,0.2888983000011649,0.12037429166715204,6,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,0,privsaf_full_hmm,0.8943999565972224,0.5893936741633441,0.8419939000013983,0.3508307916672493,6,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,0,privsaf_streaming_top8,0.8509114583333333,0.4403345780418923,0.2813408999936655,0.11722537499736063,6,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,0,privsaf_full_hmm,0.48277235243055555,0.17574600440106514,0.8580770999978995,0.3575321249991248,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,0,privsaf_streaming_top8,0.6705631510416667,0.26936158710467,0.3360472999920603,0.1400197083300251,31,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,1,privsaf_full_hmm,0.8596245659722223,0.504533250155212,0.8605717000027653,0.35857154166781885,6,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,1,privsaf_streaming_top8,0.7642350260416666,0.32649102065812013,0.2703607000003103,0.11265029166679597,7,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,1,privsaf_full_hmm,0.4704774305555556,0.1724012114865423,0.8809551000013016,0.3670646250005423,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,1,privsaf_streaming_top8,0.6604524739583334,0.251541245708472,0.29899680000380613,0.12458200000158588,30,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,2,privsaf_full_hmm,0.9390744357638887,0.7832810116729186,0.9372014999971725,0.3905006249988219,7,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,2,privsaf_streaming_top8,0.7672721354166667,0.36118531661680225,0.29344249999849126,0.12226770833270469,7,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,2,privsaf_full_hmm,0.450732421875,0.16684596351112904,0.8640529999975115,0.36002208333229646,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,2.0,2,privsaf_streaming_top8,0.679226345486111,0.26452763612040087,0.274642499993206,0.11443437499716917,29,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,0,privsaf_full_hmm,0.9838736979166667,0.8814113929458157,0.8602527000039117,0.3584386250016299,8,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,0,privsaf_streaming_top8,0.8596451822916668,0.4394374132485125,0.31073289999039844,0.12947204166266602,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,0,privsaf_full_hmm,0.576609157986111,0.20643804094941692,0.9929871000058483,0.4137446250024368,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,0,privsaf_streaming_top8,0.7358723958333334,0.31116535032776355,0.2945881999912672,0.12274508332969465,27,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,1,privsaf_full_hmm,0.9863259548611111,0.9216946397619842,0.8737250999984099,0.3640521249993374,8,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,1,privsaf_streaming_top8,0.8532432725694444,0.44915263592129595,0.28126740000152495,0.1171947500006354,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,1,privsaf_full_hmm,0.5961990017361111,0.21417587100692223,0.9385636999941198,0.39106820833088324,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,1,privsaf_streaming_top8,0.7062792968749999,0.27989135723107106,0.2839927000022726,0.1183302916676136,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,2,privsaf_full_hmm,0.9918348524305556,0.9282252185053441,0.8739139000099385,0.3641307916708077,8,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,2,privsaf_streaming_top8,0.870712890625,0.47952734723180374,0.29295570000249427,0.12206487500103928,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,2,privsaf_full_hmm,0.5796267361111112,0.20798135836312254,0.8607392999983858,0.3586413749993274,0,2400
streaming_segment_stuck,nab,NAB Machine Temperature,4.0,2,privsaf_streaming_top8,0.7370638020833333,0.301623655585862,0.31152190000284463,0.12980079166785194,0,2400
