panel,station_id,label_code,method,runs,epsilons,seeds,n_rows,positive_rows,auroc_mean,auroc_std,auprc_mean,auprc_std,precision_at_k_mean,selected_runs,runtime_sec_mean
hadisd_real_streak_pmldp,702606-96401,DSS,privsaf_hmm,6,"2.0,4.0","0,1,2",32869,13,0.8108533429479375,0.11962485161410816,0.0033521135797904555,0.005028294846966975,0.0,6,0.3411410253417368
hadisd_real_streak_pmldp,702606-96401,DSS,privsaf_mixture,6,"2.0,4.0","0,1,2",32869,13,0.3702125982531388,0.23926221908133172,0.0004403655049517714,0.0003654827000811076,0.0,0,0.007339691495872103
hadisd_real_streak_pmldp,702606-96401,DSS,pm_column_likelihood_scan,6,"2.0,4.0","0,1,2",32869,13,0.3560490063868442,0.15528031900653183,0.0003396336836780575,7.23362433279764e-05,0.0,0,0.0785359620009937
hadisd_real_streak_pmldp,702606-96401,RSS,privsaf_hmm,6,"2.0,4.0","0,1,2",692,140,0.9690670289855072,0.008575800748195648,0.895819053200694,0.01950406413964464,0.7999999999999999,6,0.007194650665041991
hadisd_real_streak_pmldp,702606-96401,RSS,privsaf_mixture,6,"2.0,4.0","0,1,2",692,140,0.869970669427191,0.06254929890064675,0.600666632719273,0.1575365555565447,0.5476190476190476,0,0.005173135325700666
hadisd_real_streak_pmldp,702606-96401,RSS,pm_column_likelihood_scan,6,"2.0,4.0","0,1,2",692,140,0.8454494478951,0.03827612184413047,0.4655483754834488,0.03763028104985646,0.5071428571428571,0,0.0016617363241190712
hadisd_real_streak_pmldp,702606-96401,TSS,privsaf_mixture,6,"2.0,4.0","0,1,2",34649,13,0.5283666246176352,0.23505635735882421,0.0005642625434233094,0.0003019011660575981,0.0,4,0.007441553335714464
hadisd_real_streak_pmldp,702606-96401,TSS,pm_column_likelihood_scan,6,"2.0,4.0","0,1,2",34649,13,0.37175508067787777,0.04235630521287895,0.00031784910591184536,4.1197750584543065e-05,0.0,2,0.08284846933869024
hadisd_real_streak_pmldp,702606-96401,TSS,privsaf_hmm,6,"2.0,4.0","0,1,2",34649,13,0.3214641058214219,0.06846696268981671,0.0002813258210053342,2.8036764093623115e-05,0.0,0,0.35827489916118793
