dataset,stream,fault_mode,stuck_value_type,epsilon,seed,method,AUROC,AUPRC,TV_sep,KL_sep,ratio_MAE,bucket_hit1,calibration_condition,fault_rate,target_fault_rate,segment_length,stuck_value,true_bucket,calibration_train_TV_sep
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,ldp_distribution_surprise,0.45255847953216377,0.04883625894554046,0.045892571827810674,0.007114811225923123,,,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_hmm,0.4861988304093567,0.05363046630696473,0.040931505504194256,0.00631866079902375,0.024045667594605538,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_mixture,0.45700292397660813,0.04645681885725669,0.040931505504194256,0.00631866079902375,0.07848484848484848,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_window_glr,0.5012207602339182,0.07461232534687712,0.040931505504194256,0.00631866079902375,0.1408333333333333,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_distribution_surprise,0.4519736842105263,0.04875633528173956,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_hmm,0.5849853801169591,0.0709909241899151,0.045892571827810674,0.007114811225923123,2.6219054330284264e-05,0.0,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_mixture,0.47956140350877186,0.04706622455816274,0.045892571827810674,0.007114811225923123,0.06454545454545453,0.0,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_window_glr,0.5711769005847953,0.08310460160410514,0.045892571827810674,0.007114811225923123,0.1433333333333333,0.0,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_distribution_surprise,0.5143567251461988,0.0586743615790456,0.045892571827810674,0.007114811225923123,,,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_hmm,0.49571637426900583,0.054375516043739594,0.040931505504194256,0.00631866079902375,0.0018378437924121346,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_mixture,0.4806286549707602,0.04712905096087042,0.040931505504194256,0.00631866079902375,0.07848484848484848,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_window_glr,0.537485380116959,0.07654715028623692,0.040931505504194256,0.00631866079902375,0.1433333333333333,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_distribution_surprise,0.5154239766081872,0.05887343375806047,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_hmm,0.6314327485380117,0.07043415214717223,0.045892571827810674,0.007114811225923123,0.0010631122607398721,0.0,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_mixture,0.5183406432748539,0.05354562504129523,0.045892571827810674,0.007114811225923123,0.05757575757575756,0.0,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_window_glr,0.5400804093567252,0.07639502016414072,0.045892571827810674,0.007114811225923123,0.12166666666666666,0.0,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_distribution_surprise,0.5095687134502924,0.05151883190583573,0.045892571827810674,0.007114811225923123,,,matched_train,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_hmm,0.6308625730994152,0.07046948819126891,0.040931505504194256,0.00631866079902375,0.0013902955506725212,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_mixture,0.5183406432748539,0.05354562504129523,0.040931505504194256,0.00631866079902375,0.07848484848484848,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_window_glr,0.5423099415204679,0.07671493763967797,0.040931505504194256,0.00631866079902375,0.12083333333333333,0.0,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_distribution_surprise,0.510328947368421,0.051627824645242466,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.05,0.05,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,privsaf_hmm,0.39339181286549707,0.040241821047249444,0.045892571827810674,0.007114811225923123,0.037607090478989164,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,privsaf_mixture,0.465138888888889,0.046972420423150335,0.045892571827810674,0.007114811225923123,0.05757575757575756,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,ldp_window_glr,0.6001169590643275,0.0802251918656414,0.045892571827810674,0.007114811225923123,0.13083333333333336,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,ldp_distribution_surprise,0.4739692982456141,0.04887481277652825,0.045892571827810674,0.007114811225923123,,,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_hmm,0.3942836257309941,0.04049305678554005,0.040931505504194256,0.00631866079902375,0.03970448479267269,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_mixture,0.465138888888889,0.046972420423150335,0.040931505504194256,0.00631866079902375,0.07848484848484848,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_window_glr,0.538625730994152,0.07299424998358675,0.040931505504194256,0.00631866079902375,0.13083333333333336,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_distribution_surprise,0.47467105263157905,0.048981706574253034,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_hmm,0.8293421052631579,0.12966283991967403,0.045892571827810674,0.007114811225923123,0.016780205199360965,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_mixture,0.5553435672514621,0.05895873976742817,0.045892571827810674,0.007114811225923123,0.3781818181818182,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_window_glr,0.5721856725146198,0.08460661200798462,0.045892571827810674,0.007114811225923123,0.13416666666666666,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_distribution_surprise,0.44084064327485384,0.04545372731656281,0.045892571827810674,0.007114811225923123,,,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_hmm,0.8236842105263158,0.12620736099413132,0.040931505504194256,0.00631866079902375,0.014574769941182869,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_mixture,0.5534137426900585,0.05886348604615241,0.040931505504194256,0.00631866079902375,0.36424242424242426,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_window_glr,0.4606652046783626,0.06765077144305337,0.040931505504194256,0.00631866079902375,0.1125,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_distribution_surprise,0.43997807017543866,0.04534452038624545,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_hmm,0.4774707602339181,0.04502593776846315,0.045892571827810674,0.007114811225923123,0.016358916416315275,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_mixture,0.5381213450292398,0.055396436736806554,0.045892571827810674,0.007114811225923123,0.12727272727272726,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_window_glr,0.618874269005848,0.08944918051517449,0.045892571827810674,0.007114811225923123,0.13166666666666665,0.0,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_distribution_surprise,0.5094809941520468,0.04930240231177549,0.045892571827810674,0.007114811225923123,,,matched_train,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_hmm,0.47789473684210526,0.044890801477159695,0.040931505504194256,0.00631866079902375,0.021771842596996244,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_mixture,0.5381213450292398,0.055396436736806554,0.040931505504194256,0.00631866079902375,0.1481818181818182,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_window_glr,0.6331286549707602,0.09103120834083997,0.040931505504194256,0.00631866079902375,0.13166666666666665,0.0,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_distribution_surprise,0.5112353801169591,0.04956984417224061,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.05,0.05,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,privsaf_hmm,0.5319830246913579,0.10723405471818481,0.045892571827810674,0.007114811225923123,0.0038073446117098397,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,privsaf_mixture,0.48788966049382715,0.09923644009366267,0.045892571827810674,0.007114811225923123,0.006363636363636377,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,ldp_window_glr,0.41270447530864196,0.09517659715127587,0.045892571827810674,0.007114811225923123,0.07166666666666666,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,ldp_distribution_surprise,0.4896643518518518,0.09893151196321691,0.045892571827810674,0.007114811225923123,,,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_hmm,0.530841049382716,0.1069538234006303,0.040931505504194256,0.00631866079902375,0.00022108765145507914,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_mixture,0.48788966049382715,0.09923644009366267,0.040931505504194256,0.00631866079902375,0.014545454545454528,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_window_glr,0.41854166666666665,0.09423707296888399,0.040931505504194256,0.00631866079902375,0.09833333333333333,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_distribution_surprise,0.4893248456790123,0.09883725194749093,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_hmm,0.4064351851851852,0.17163173687421546,0.045892571827810674,0.007114811225923123,0.003813990563519498,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_mixture,0.5287345679012346,0.1081403706363239,0.045892571827810674,0.007114811225923123,0.2793939393939394,1.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_window_glr,0.5475925925925926,0.12890303759617835,0.045892571827810674,0.007114811225923123,0.04749999999999999,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_distribution_surprise,0.49780092592592595,0.10265553702877081,0.045892571827810674,0.007114811225923123,,,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_hmm,0.40368055555555554,0.1694875078867818,0.040931505504194256,0.00631866079902375,0.006871387648702029,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_mixture,0.5297299382716049,0.1103877397911143,0.040931505504194256,0.00631866079902375,0.25151515151515147,1.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_window_glr,0.5210339506172839,0.12136810128353745,0.040931505504194256,0.00631866079902375,0.08249999999999999,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_distribution_surprise,0.49802469135802474,0.10271974993639482,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_hmm,0.5550154320987655,0.1280589669291458,0.045892571827810674,0.007114811225923123,0.011399468410833266,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_mixture,0.4933140432098766,0.10342218693950331,0.045892571827810674,0.007114811225923123,0.02030303030303031,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_window_glr,0.5886111111111111,0.1303566719608688,0.045892571827810674,0.007114811225923123,0.07333333333333333,0.0,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_distribution_surprise,0.49245756172839505,0.10937030688816016,0.045892571827810674,0.007114811225923123,,,matched_train,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_hmm,0.5566666666666666,0.12860196831739865,0.040931505504194256,0.00631866079902375,0.008401604277280025,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_mixture,0.4933140432098766,0.10342218693950331,0.040931505504194256,0.00631866079902375,0.0006060606060605961,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_window_glr,0.5899189814814815,0.13010614877393253,0.040931505504194256,0.00631866079902375,0.07333333333333333,0.0,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_distribution_surprise,0.4939158950617284,0.10979211758774864,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.1,0.1,12,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,privsaf_hmm,0.5402237654320988,0.1339432662184986,0.045892571827810674,0.007114811225923123,0.0005832028406494022,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,privsaf_mixture,0.473954475308642,0.0947139337667661,0.045892571827810674,0.007114811225923123,0.0006060606060605961,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,ldp_window_glr,0.61585262345679,0.1513412277818316,0.045892571827810674,0.007114811225923123,0.1,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,0,ldp_distribution_surprise,0.4628125,0.09483333963771601,0.045892571827810674,0.007114811225923123,,,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_hmm,0.5376234567901235,0.13247179755370428,0.040931505504194256,0.00631866079902375,0.0039710826298486185,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,privsaf_mixture,0.473954475308642,0.0947139337667661,0.040931505504194256,0.00631866079902375,0.028484848484848474,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_window_glr,0.5895717592592593,0.14566100431376236,0.040931505504194256,0.00631866079902375,0.1,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,0,ldp_distribution_surprise,0.46254243827160496,0.09476277974316187,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_hmm,0.5473996913580247,0.1381041344501692,0.045892571827810674,0.007114811225923123,0.0030427521912293892,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,privsaf_mixture,0.49738040123456795,0.09814651046148552,0.045892571827810674,0.007114811225923123,0.027272727272727282,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_window_glr,0.5699266975308642,0.23889769032352717,0.045892571827810674,0.007114811225923123,0.06916666666666665,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,1,ldp_distribution_surprise,0.47620756172839507,0.0992935715703911,0.045892571827810674,0.007114811225923123,,,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_hmm,0.548070987654321,0.1351461208597502,0.040931505504194256,0.00631866079902375,0.004169216361509159,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,privsaf_mixture,0.478329475308642,0.09315913921661914,0.040931505504194256,0.00631866079902375,0.034242424242424255,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_window_glr,0.532025462962963,0.22621566026785322,0.040931505504194256,0.00631866079902375,0.09666666666666665,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,1,ldp_distribution_surprise,0.47697145061728397,0.09951502253322138,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_hmm,0.33315586419753085,0.07011910297977525,0.045892571827810674,0.007114811225923123,0.003541138188757967,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,privsaf_mixture,0.5114120370370371,0.10082075061945443,0.045892571827810674,0.007114811225923123,0.0006060606060605961,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_window_glr,0.5328472222222221,0.1546277657695642,0.045892571827810674,0.007114811225923123,0.05916666666666667,0.0,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,2,ldp_distribution_surprise,0.5051157407407407,0.0985679940971669,0.045892571827810674,0.007114811225923123,,,matched_train,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_hmm,0.748503086419753,0.37742523822394297,0.040931505504194256,0.00631866079902375,0.01144610959300875,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,privsaf_mixture,0.5114120370370371,0.10082075061945443,0.040931505504194256,0.00631866079902375,0.0215151515151515,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_window_glr,0.548125,0.15703266546535175,0.040931505504194256,0.00631866079902375,0.05833333333333332,0.0,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,median,0.5,2,ldp_distribution_surprise,0.5058487654320988,0.09877185525885226,0.040931505504194256,0.00631866079902375,,,shifted_validation,0.1,0.1,24,-0.8007544163435196,3,0.045892571827810674
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,0,privsaf_hmm,0.45460526315789473,0.046303712931234746,0.044865123621221484,0.007531073861252008,0.018335837222557355,0.0,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,0,privsaf_mixture,0.44949561403508775,0.050563089156914244,0.044865123621221484,0.007531073861252008,0.043636363636363626,0.0,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,0,ldp_window_glr,0.4585672514619883,0.06623121246787417,0.044865123621221484,0.007531073861252008,0.15000000000000002,0.0,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,0,ldp_distribution_surprise,0.42519736842105266,0.046723841557094546,0.044865123621221484,0.007531073861252008,,,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,mode_bucket,0.5,0,privsaf_hmm,0.4522953216374269,0.04598714652971015,0.03974343546438706,0.006691753333592887,0.021765709268611794,0.0,shifted_validation,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,mode_bucket,0.5,0,privsaf_mixture,0.44949561403508775,0.050563089156914244,0.03974343546438706,0.006691753333592887,0.0715151515151515,0.0,shifted_validation,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,mode_bucket,0.5,0,ldp_window_glr,0.428859649122807,0.06107483516416144,0.03974343546438706,0.006691753333592887,0.15000000000000002,0.0,shifted_validation,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,mode_bucket,0.5,0,ldp_distribution_surprise,0.42464181286549707,0.04665170928929401,0.03974343546438706,0.006691753333592887,,,shifted_validation,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,1,privsaf_hmm,0.5367251461988304,0.05565893527798148,0.044865123621221484,0.007531073861252008,0.0007848516849081055,0.0,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,1,privsaf_mixture,0.48061403508771927,0.049927341824244985,0.044865123621221484,0.007531073861252008,0.07848484848484848,0.0,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,1,ldp_window_glr,0.4487061403508772,0.05414974832165613,0.044865123621221484,0.007531073861252008,0.14166666666666666,0.0,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck,mode_bucket,0.5,1,ldp_distribution_surprise,0.5026900584795322,0.05784834759062059,0.044865123621221484,0.007531073861252008,,,matched_train,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,mode_bucket,0.5,1,privsaf_hmm,0.4723684210526316,0.04867336172330787,0.03974343546438706,0.006691753333592887,0.0024037089827391375,0.0,shifted_validation,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,mode_bucket,0.5,1,privsaf_mixture,0.481125730994152,0.049956357368286436,0.03974343546438706,0.006691753333592887,0.09242424242424242,0.0,shifted_validation,0.05,0.05,12,-0.90625,1,0.044865123621221484
household_power,Global_active_power hourly sample,segment_stuck_distribution_shift,mode_bucket,0.5,1,ldp_window_glr,0.4195248538011696,0.05221310924886485,0.03974343546438706,0.006691753333592887,0.14166666666666666,0.0,shifted_validation,0.05,0.05,12,-0.90625,1,0.044865123621221484
