panel,station_id,label_code,method,runs,epsilons,seeds,sample_rule,n_rows,positive_rows,auroc_mean,auroc_std,auprc_mean,auprc_std,precision_at_k_mean,selected_runs,runtime_sec_mean,selected_by_case_mean_auprc
hadisd_multistation_streak_pmldp,701045-26649,DSS,privsaf_hmm,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,400,0.48637145497311823,0.05102376894738729,0.007843498339213368,0.0009067790359851167,0.00375,3,0.5108422551663049,1
hadisd_multistation_streak_pmldp,701045-26649,DSS,privsaf_mixture,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,400,0.46706389868951614,0.03550260239852911,0.007454842493332059,0.0007953442907943549,0.0,3,0.00846101250014423,0
hadisd_multistation_streak_pmldp,701045-26649,DSS,pm_column_likelihood_scan,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,400,0.41468128780241936,0.037507704242626776,0.006461858068747402,0.0007070343950741226,0.0020833333333333333,0,0.1209305998296865,0
hadisd_multistation_streak_pmldp,718275-99999,TSS,privsaf_mixture,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,243,0.43901496389048855,0.22680850639733968,0.0116554880737268,0.009625100661214065,0.045953360768175584,3,0.008452399333085244,1
hadisd_multistation_streak_pmldp,718275-99999,TSS,pm_column_likelihood_scan,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,243,0.44126174056394185,0.037805638616979574,0.004823879149007742,0.001037600488963747,0.008230452674897118,3,0.12102886749683724,0
hadisd_multistation_streak_pmldp,718275-99999,TSS,privsaf_hmm,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,243,0.3563846632080471,0.04398199430207107,0.003421460707910943,0.0002195963440316763,0.0,0,0.5113874571591926,0
hadisd_multistation_streak_pmldp,718431-99999,DSS,privsaf_hmm,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,51,0.5847277948998174,0.3112799858335439,0.004552959161166582,0.0045412251480985545,0.0,3,0.5110745461667344,1
hadisd_multistation_streak_pmldp,718431-99999,DSS,privsaf_mixture,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,51,0.6294633598165554,0.15472817325763072,0.0019155864685396545,0.001033385456911387,0.0,2,0.008413720002863556,0
hadisd_multistation_streak_pmldp,718431-99999,DSS,pm_column_likelihood_scan,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,51,0.32894650582810153,0.09567159577334881,0.0007866022228918911,0.00020946080605671981,0.0,1,0.12085029432879917,0
hadisd_multistation_streak_pmldp,718433-99999,DSS,privsaf_hmm,6,"2.0,4.0","0,1,2",stratified_cap_50000,50000,69,0.5293562604316663,0.26760529434223373,0.005013531867879283,0.005752575716637944,0.00966183574879227,3,0.5107125688324837,1
