dataset,stream,epsilon,seed,fault_mode,fault_rate,segment_length,repair_method,mask_source,review_budget_points,block_size_for_hourly_mean,mae,rmse,fault_point_mae,clean_point_mae,false_clean_repair_fraction,downstream_mean_abs_error,downstream_hourly_mean_abs_error,downstream_p95_abs_error,downstream_exceedance_count_abs_error,downstream_exceedance_rate_abs_error,exceedance_threshold_q90
household_power,Global_active_power hourly sample,2.0,2,segment_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.1431328489108637,0.35341946582668243,0.6777694309754547,0.009473703394715951,0.013333333333333334,0.10592512878461474,0.11989727716400161,0.0887333447146153,130.0,0.10833333333333334,-0.024307164516417557
household_power,Global_active_power hourly sample,2.0,2,segment_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.08825406766044386,0.2600797859750547,0.4412703383022192,0.0,0.0,0.022993392082422237,0.06600767265909363,0.004208253552378305,6.0,0.005,-0.024307164516417557
bike_sharing,cnt,2.0,0,iid_stuck,0.2,48,no_repair,none,240,24,0.15520420420420422,0.4027343035346851,0.7760210210210211,0.0,0.0,0.11475375375375377,0.11710810810810812,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,0,iid_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.5577123074501112,0.7090228312142444,0.6092672406188709,0.5448235741579214,0.8,0.3278429077316134,0.3295234583777866,1.1050916452000645,0.0,0.0,1.0
bike_sharing,cnt,2.0,0,iid_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.14354284284284283,0.35011676929637764,0.5568315815815816,0.04022065815815816,0.11916666666666667,0.05322072072072073,0.06580530530530532,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,0,iid_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.03006526526526527,0.09843956906227075,0.15032632632632634,0.0,0.0,0.004141141141141141,0.01755855855855856,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,0,segment_stuck,0.2,48,no_repair,none,240,24,0.15869669669669673,0.40962663214388945,0.7934834834834835,0.0,0.0,0.12854654654654657,0.12854654654654657,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,0,segment_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.5687573085888854,0.7193352514785669,0.5846743332855489,0.5647780524147195,0.8,0.33044036035666763,0.33777233471959306,1.1050916452000645,0.0,0.0,1.0
bike_sharing,cnt,2.0,0,segment_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.1714824349968515,0.4209035398315721,0.8064922045560075,0.012729992607062545,0.021666666666666667,0.12794144144144146,0.12794144144144146,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,0,segment_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.1396871974014831,0.37800766180697065,0.6984359870074156,0.0,0.0,0.008114114114114113,0.09412281669424527,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,iid_stuck,0.2,48,no_repair,none,240,24,0.15145345345345346,0.3975754781867841,0.7572672672672672,0.0,0.0,0.11197597597597597,0.11614414414414415,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,iid_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.5680969781353821,0.722456499115198,0.6467162232485503,0.54844216685709,0.8,0.33488914677310555,0.33488914677310555,1.1050916452000645,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,iid_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.12882682682682683,0.3188483679732997,0.5015035035035035,0.03565765765765765,0.11833333333333333,0.048990990990990996,0.06355855855855856,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,iid_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.032497997997998,0.11109280075300972,0.16248998998998998,0.0,0.0,0.002465465465465465,0.017585585585585584,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,segment_stuck,0.2,48,no_repair,none,240,24,0.14473873873873874,0.38184699297619706,0.7236936936936937,0.0,0.0,0.09996996996996999,0.09996996996996999,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,segment_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.5611819566895762,0.7187820645769486,0.6628605712964248,0.535762303037864,0.8,0.336991688108956,0.33699168810895613,1.1050916452000645,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,segment_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.15871485204031183,0.4009674222043825,0.7188269215982884,0.0186868346508177,0.029166666666666667,0.05407957957957958,0.11615503972445912,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,1,segment_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.18162407305264447,0.49375671694677575,0.9081203652632224,0.0,0.0,0.049795795795795815,0.16963363363363362,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,iid_stuck,0.2,48,no_repair,none,240,24,0.15083183183183185,0.39586217072304464,0.7541591591591591,0.0,0.0,0.1062912912912913,0.1062912912912913,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,iid_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.5600576768688392,0.7133108918191035,0.6464440492029175,0.5384610837853196,0.8,0.3197716664187602,0.3197716664187602,1.1050916452000645,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,iid_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.14436186186186187,0.3509021280565933,0.5530092592592593,0.04220001251251251,0.1225,0.05158708708708709,0.0711966966966967,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,iid_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.03240840840840841,0.10609383666573065,0.16204204204204206,0.0,0.0,0.0006351351351351342,0.014995495495495498,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,segment_stuck,0.2,48,no_repair,none,240,24,0.15322522522522525,0.4012541548553492,0.7661261261261262,0.0,0.0,0.1193093093093093,0.12032432432432433,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,segment_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.5546976295426638,0.7050641544863198,0.5929895796472091,0.5451246420165277,0.8,0.3225782348162939,0.3249307878284601,1.1050916452000645,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,segment_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.15629889889889892,0.41311155134696714,0.7641696250598424,0.004331217358663011,0.011666666666666667,0.10517567567567568,0.1156036036036036,0.0,0.0,0.0,1.0
bike_sharing,cnt,2.0,2,segment_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.16575853404424834,0.453237736443486,0.8287926702212417,0.0,0.0,0.08219219219219218,0.1414054054054054,0.0,0.0,0.0,1.0
beijing_air,Aotizhongxin PM2.5,2.0,0,iid_stuck,0.2,48,no_repair,none,240,24,0.21777777777777782,0.49549467903821504,1.088888888888889,0.0,0.0,0.2177777777777778,0.2177777777777778,0.6784660766961653,221.0,0.18416666666666667,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,0,iid_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.2503307505448915,0.3210147710674397,0.43215817892389646,0.2048738934501402,0.8,0.16821253245076107,0.18696311616847786,0.07184401190374773,344.0,0.2866666666666667,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,0,iid_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.11433579154375617,0.3360205974788751,0.5091773189118322,0.015625409701737137,0.08083333333333333,0.10780973451327436,0.1083849557522124,0.6784660766961653,121.0,0.10083333333333333,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,0,iid_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.006961651917404132,0.02432448588245114,0.034808259587020655,0.0,0.0,0.0004596853490659303,0.004105703048180916,0.01179941002949847,1.0,0.0008333333333333334,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,0,segment_stuck,0.2,48,no_repair,none,240,24,0.2277531956735497,0.5154111591676871,1.1387659783677484,0.0,0.0,0.22775319567354962,0.2277531956735497,0.6784660766961653,233.0,0.19416666666666665,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,0,segment_stuck,0.2,48,ldp_smoothing,all_points_ldp_postmean,240,24,0.26053941490181015,0.3345223025089981,0.46577939692084414,0.2092294193970516,0.8,0.1784692748447645,0.2068629196088254,0.07184401190374773,360.0,0.3,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,0,segment_stuck,0.2,48,privsaf_repair,privsaf_topk_mask_linear,240,24,0.0766438119187925,0.22622513313998396,0.3825278845988908,0.0001727937487679435,0.004166666666666667,0.07332350049164216,0.0748208782037889,0.3366519174041294,103.0,0.08583333333333333,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,0,segment_stuck,0.2,48,oracle_mask_interpolation,oracle_fault_mask_linear,240,24,0.020711677001183957,0.06268601951874517,0.10355838500591978,0.0,0.0,0.004390363815142573,0.012736038368149622,0.0,3.0,0.0025,-0.3746312684365781
beijing_air,Aotizhongxin PM2.5,2.0,1,iid_stuck,0.2,48,no_repair,none,240,24,0.21805801376597836,0.4959093374328513,1.0902900688298918,0.0,0.0,0.2180580137659784,0.21805801376597844,0.6784660766961653,225.0,0.1875,-0.3746312684365781
