repair_method,mask_source,fault_mode,cases,mae_mean,fault_point_mae_mean,clean_point_mae_mean,false_clean_repair_fraction_mean,downstream_mean_abs_error_mean,downstream_hourly_mean_abs_error_mean,downstream_p95_abs_error_mean,downstream_exceedance_count_abs_error_mean,downstream_exceedance_rate_abs_error_mean
ldp_smoothing,all_points_ldp_postmean,iid_stuck,15,0.35754160964298076,0.4716362101789977,0.32901795950897655,0.8,0.1526313326605928,0.2354324690252614,0.4389421787645245,139.33333333333334,0.11611111111111111
no_repair,none,iid_stuck,15,0.17695114458221098,0.8847557229110549,0.0,0.0,0.16731738557598477,0.16775222041081958,0.2242691601142492,174.8,0.14566666666666667
oracle_mask_interpolation,oracle_fault_mask_linear,iid_stuck,15,0.021527989525111976,0.10763994762555987,0.0,0.0,0.0017660957719189366,0.01188145056952128,0.011554558803711918,3.066666666666667,0.0025555555555555553
privsaf_repair,privsaf_topk_mask_linear,iid_stuck,15,0.14546389091829454,0.5876468049538096,0.034918162409415775,0.11511111111111111,0.11018310432943619,0.11670109416886804,0.2242691601142492,114.13333333333334,0.0951111111111111
ldp_smoothing,all_points_ldp_postmean,segment_stuck,15,0.35889979552940665,0.4669933131480251,0.331876416124752,0.8,0.1525237790309262,0.23970836143336158,0.4392788997728185,136.33333333333334,0.11361111111111111
no_repair,none,segment_stuck,15,0.17461821070596606,0.8730910535298302,0.0,0.0,0.16545595612414046,0.16552362379180813,0.2242691601142492,173.13333333333333,0.14427777777777778
oracle_mask_interpolation,oracle_fault_mask_linear,segment_stuck,15,0.07106815218709303,0.3553407609354651,0.0,0.0,0.02256328932478238,0.057958061233465606,0.035347743270595325,12.666666666666666,0.010555555555555556
privsaf_repair,privsaf_topk_mask_linear,segment_stuck,15,0.1484621932964289,0.5802813744698425,0.04050739800307548,0.03988888888888889,0.11695923328482778,0.1322067688306537,0.15505646320781308,111.66666666666667,0.09305555555555554
