semantic_layer,groups,accepted_groups,rejected_groups,coverage_rate,gated_selected_test_AUPRC,ungated_privsaf_test_AUPRC,accepted_selected_test_AUPRC,accepted_ungated_privsaf_test_AUPRC,rejected_selected_test_AUPRC,rejected_ungated_privsaf_test_AUPRC,tv_threshold,kl_threshold,utility_lift_threshold,threshold_source
controlled_tail_and_central_segments,65,40,25,0.6153846153846154,0.31903590999318654,0.30607925217642495,0.4610614258881186,0.44950391598912554,0.09179508456129522,0.07659979007610404,0.1,0.03,2.0,fixed_diagnostic_thresholds_not_tuned_on_test_labels
