station_id,station_file,station_url,page_url,size,size_mb,start,end,rows,qc_tests,station_file_sha256,station_file_bytes
027970-99999,hadisd.3.4.3.2025f_19310101-20250829_027970-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_027970-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,2008-01-15 13:00,2025-08-24 21:00,144761,71,0ea5712a0324ceed24d00ea281a23e3bc4fdcb209ad3a3bf4b01e0cc6680cee4,884428
028480-99999,hadisd.3.4.3.2025f_19310101-20250829_028480-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_028480-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1973-01-01 03:00,1999-07-30 06:00,73184,71,ef36abd3420c182a24cfad93cd81c310f8e8955d7c011e4993e0d43ff4de681c,960208
035573-99999,hadisd.3.4.3.2025f_19310101-20250829_035573-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_035573-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1973-01-01 09:00,2025-08-24 16:00,126546,71,ec1b9e98a584fcf15445913b0c9fe5058efea378fa70a05d872cbc00e8c0fb83,865149
037700-99999,hadisd.3.4.3.2025f_19310101-20250829_037700-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_037700-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,2009-12-18 12:00,2025-02-02 21:00,130435,71,b1c9abf7063465b83320001c532e6528a3bbd5947e76580fbb8536fc60345612,919627
039020-99999,hadisd.3.4.3.2025f_19310101-20250829_039020-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_039020-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1973-08-09 05:00,2006-02-07 06:00,71249,71,b5fb812eebf83275912a2fbec8ad591c7fc29fb071797b7bb14680b8f34b638d,999372
060590-99999,hadisd.3.4.3.2025f_19310101-20250829_060590-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_060590-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1973-01-01 06:00,1990-02-09 18:00,65844,71,ab381d83a430d701d4a083c5f28740caf85558dc3c26350cd47678eac298aeac,953912
063000-99999,hadisd.3.4.3.2025f_19310101-20250829_063000-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_063000-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1931-01-02 06:00,1984-07-18 21:00,81607,71,bf60a58ef4470485db5a3467b2c7827714d2fdf9dce728e9345717ee0c637aee,900751
070220-99999,hadisd.3.4.3.2025f_19310101-20250829_070220-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_070220-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1976-03-02 00:00,2025-01-13 11:00,130761,71,45afa161037851025e877a4965a65657cbec7d0546723d06421c089af91ea57b,827156
071330-99999,hadisd.3.4.3.2025f_19310101-20250829_071330-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_071330-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1973-01-01 06:00,2025-01-13 11:00,104146,71,f5b83efec660885cbdda2b8ff42b895585677e250b78b0eb88bc85480a57d8ce,861336
073820-99999,hadisd.3.4.3.2025f_19310101-20250829_073820-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_073820-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1973-01-01 07:00,2002-03-11 05:00,60184,71,1f5dab6a44a5a359498d0d4ab615b1d18eebe94b8be7d4f98394343c56bc80a9,963386
076700-99999,hadisd.3.4.3.2025f_19310101-20250829_076700-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_076700-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1973-01-01 03:00,2024-08-14 18:00,68567,71,98c3308eea6b2b5d96ab1663dc4519b328eb1b631727fee7fe870feac278efdc,898210
076880-99999,hadisd.3.4.3.2025f_19310101-20250829_076880-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_076880-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.3M,1.3,1975-09-16 09:00,2025-01-13 11:00,132569,71,974acca27565466c61d3671495529ba4aaa63526d35e5519dbebc2e134e0285e,799950
010014-99999,hadisd.3.4.3.2025f_19310101-20250829_010014-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_010014-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,1986-11-20 12:00,2025-08-24 18:00,128081,71,11b4420ab1f52869f8cddd85f6769ae7c214014b95e548efb26041dedf56b0b2,931442
010886-99999,hadisd.3.4.3.2025f_19310101-20250829_010886-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_010886-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,2009-02-01 06:00,2025-08-24 21:00,135602,71,0ba57a44508e72bd5e38947f6715a31ce4dea9c31cc15d692a95eee1327138e7,863479
013600-99999,hadisd.3.4.3.2025f_19310101-20250829_013600-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_013600-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,1973-01-01 09:00,2025-03-31 21:00,61091,71,3f43ac319191a5ad12b2700b2afb58f27077334c01107c5ae07d85699964fa91,1065173
022960-99999,hadisd.3.4.3.2025f_19310101-20250829_022960-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_022960-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,1935-01-01 12:00,2006-03-03 18:00,72631,71,951f8a1daec89a3d9d94de82a88577786344737def72b8fe6bb7461d89cfc7d3,1080181
027040-99999,hadisd.3.4.3.2025f_19310101-20250829_027040-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_027040-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,2008-01-15 13:00,2025-08-24 21:00,147709,71,0dc6a2fef8e43132ec6261c0436664980d7efa3e1f1538ad1997ba5f2da7d8d8,941807
027060-99999,hadisd.3.4.3.2025f_19310101-20250829_027060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_027060-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,2008-01-15 13:00,2025-08-24 21:00,147836,71,6b51bf8643ec35941ae9281cb9f55c30fc36f6f38ec52f5fa7beadbc664de821,984588
027220-99999,hadisd.3.4.3.2025f_19310101-20250829_027220-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_027220-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,2008-01-23 12:00,2025-08-24 21:00,143403,71,79d35773422e100836ef9b33d285f3b83e1ca12175e0fabbee360d235e74edd1,953237
027560-99999,hadisd.3.4.3.2025f_19310101-20250829_027560-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_027560-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,2008-01-15 13:00,2025-08-24 21:00,146793,71,1a0aaee8a6d0e71b9f8d2ee27cce5a0662d2bbb94c32a5664426fe9d274b9d3e,960820
027670-99999,hadisd.3.4.3.2025f_19310101-20250829_027670-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_027670-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,2008-01-15 13:00,2025-08-24 21:00,146799,71,19f8c58b750a15bb96d6bce1ecd48a05100e13478bed560822755329663fbc70,903709
028110-99999,hadisd.3.4.3.2025f_19310101-20250829_028110-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_028110-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_0.html,1.4M,1.4,2008-01-15 13:00,2025-08-24 21:00,147823,71,7fd636b98b5326675f673306dde9f1d41b3fa88c2e453e9d00df2343e03638f1,942739
