panel,dataset_id,dataset,case,epsilon,seed,method,calibration,label_rule,n_calibration,n_test,dropout_rows,dropout_rate,normalization_p01,normalization_p99,auroc,auprc,recall_at_5pct_fpr,precision_at_k,estimated_symbol,estimated_dropout_rate,runtime_sec
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,1.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779836,0.9999965789427041,1.0,0.9996523673781548,32,0.2786565441988139,0.65543020000041
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,1.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,1.0,1.0,1.0,1.0,32,0.2800482875445394,8.150000940077007e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,1.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9996683575762085,0.9989447182062976,1.0,0.9884585969547383,32,0.2800482875445394,0.0011727999954018742
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,1.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779835,0.9999965789570301,1.0,0.9996523673781548,32,0.2786565441988139,0.6531169999943813
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,1.0,1.0,1.0,1.0,32,0.2800482875445394,9.840000711847097e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9996683575762085,0.9989447182062976,1.0,0.9884585969547383,32,0.2800482875445394,0.0011362000077497214
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779836,0.9999965786377151,1.0,0.9996523673781548,32,0.2786565441988139,0.6102221000037389
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,1.0,1.0,1.0,1.0,32,0.2800482875445394,0.00012070000229869038
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9996683575762085,0.9989447182062976,1.0,0.9884585969547383,32,0.2800482875445394,0.0010220999974990264
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779836,0.9999965787165531,1.0,0.9996523673781548,32,0.2786565441988139,0.7394027999980608
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,1.0,1.0,1.0,1.0,32,0.2800482875445394,0.0004773999971803278
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9996683575762085,0.9989447182062976,1.0,0.9884585969547383,32,0.2800482875445394,0.0011193999962415546
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,2.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779836,0.9999965785814355,1.0,0.9996523673781548,32,0.2786565441988139,0.5761606000014581
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,1.0,1.0,1.0,1.0,32,0.2800482875445394,0.00010769999062176794
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9996683575762085,0.9989447182062976,1.0,0.9884585969547383,32,0.2800482875445394,0.000991799999610521
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779836,0.9999965786856445,1.0,0.9996523673781548,32,0.2786565441988139,0.5801972999906866
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,1.0,1.0,1.0,1.0,32,0.2800482875445394,0.00012399999832268804
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9996683575762085,0.9989447182062976,1.0,0.9884585969547383,32,0.2800482875445394,0.0009521000029053539
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779835,0.9999965789050506,1.0,0.9996523673781548,32,0.2786565441988139,0.6317682999942917
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,1.0,1.0,1.0,1.0,32,0.2800482875445394,7.71999912103638e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9996683575762085,0.9989447182062976,1.0,0.9884585969547383,32,0.2800482875445394,0.0011072999914176762
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2013,4.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51359,14383,0.2800482875445394,0.0,2.54,0.9999986743779836,0.9999965793560621,1.0,0.9996523673781548,32,0.2786565441988139,0.6991093000106048
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,9.399998816661537e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0013038000033702701
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451359,0.9998908531602727,1.0,0.996416354455123,32,0.11736633468218642,0.5994806999951834
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00011360000644344836
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0012887999910162762
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451359,0.9998908503424823,1.0,0.996416354455123,32,0.11736633468218642,0.6080328999960329
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,8.140000863932073e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.000869099996634759
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,0.5,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451359,0.9998908300852208,1.0,0.996416354455123,32,0.11736633468218642,0.7047017000004416
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00011700000322889537
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0009906999912345782
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451358,0.999890808833367,1.0,0.996416354455123,32,0.11736633468218642,0.6782811999873957
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00010210000618826598
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0009102999902097508
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.999985259945136,0.9998908059591713,1.0,0.996416354455123,32,0.11736633468218642,0.7062221000087447
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00010849999671336263
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0009835999953793362
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,1.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451359,0.9998908119940884,1.0,0.996416354455123,32,0.11736633468218642,0.7022279000084382
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00018940000154543668
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0009034000104293227
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451358,0.9998908087436728,1.0,0.996416354455123,32,0.11736633468218642,0.6290856999985408
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00010059999476652592
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0009069999941857532
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451358,0.9998908016857413,1.0,0.996416354455123,32,0.11736633468218642,0.6199843000067631
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00010370000381954014
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0009550999966450036
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,2.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451359,0.9998907999022346,1.0,0.996416354455123,32,0.11736633468218642,0.6209116999962134
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00010810000821948051
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.001196700002765283
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451358,0.9998907951894163,1.0,0.996416354455123,32,0.11736633468218642,0.5464640999998664
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00015770000754855573
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0010800000018207356
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9999852599451358,0.9998907920666675,1.0,0.996416354455123,32,0.11736633468218642,0.7439554000011412
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,1.0,1.0,1.0,1.0,32,0.11996795122332525,0.00014139999984763563
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.9983966491757016,0.9886318871427141,1.0,0.9635119726339795,32,0.11996795122332525,0.0016851999971549958
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2014,4.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,51172,6139,0.11996795122332525,0.08,2.574030000000006,0.999985259945136,0.9998908186702858,1.0,0.996416354455123,32,0.11736633468218642,0.6413002000044798
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,4.6499990276061e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0005956999957561493
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405923,0.9999982023631034,1.0,0.9996098322278579,32,0.4659098564894173,0.3068392999994103
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,5.370000144466758e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0006578000029549003
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405923,0.9999982021089184,1.0,0.9996098322278579,32,0.4659098564894173,0.37221029998909216
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,6.0999998822808266e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0006830999918747693
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,0.5,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405923,0.999998202275235,1.0,0.9996098322278579,32,0.4659098564894173,0.3632474000041839
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,6.390000635292381e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0008349999989150092
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405925,0.9999982016356493,1.0,0.9996098322278579,32,0.4659098564894173,0.35049549999530427
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,8.140000863932073e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.000622300009126775
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405924,0.9999982015951475,1.0,0.9996098322278579,32,0.4659098564894173,0.33266529999673367
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,6.299999949987978e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0006340999971143901
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,1.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405923,0.9999982015355685,1.0,0.9996098322278579,32,0.4659098564894173,0.34900289999495726
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,6.200000643730164e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0008446000138064846
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,0,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405924,0.9999982016737213,1.0,0.9996098322278579,32,0.4659098564894173,0.3113337999966461
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,1,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,5.909999890718609e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,1,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0008402999956160784
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,1,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405924,0.9999982014710624,1.0,0.9996098322278579,32,0.4659098564894173,0.33927690000564326
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,2,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,4.6999994083307683e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,2,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0009946999925887212
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,2.0,2,privsaf_dropout_hmm,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9999984296405924,0.9999982015570017,1.0,0.9996098322278579,32,0.4659098564894173,0.3180198000045493
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,4.0,0,missing_symbol,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,1.0,1.0,1.0,1.0,32,0.4664409987624663,6.340000254567713e-05
iors_real_dropout_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2016,4.0,0,rolling_missing_fraction,previous_year_good_qc_rows,SLH_QC_8_missing_value,50000,27474,12815,0.4664409987624663,0.11,2.6,0.9997613506176849,0.9996086497053049,1.0,0.9947717518532969,32,0.4664409987624663,0.0009191999997710809
