dataset_id,dataset,target,epsilon,seed,fault_mode,dropout_length,rho_normal,rho_dropout,fault_rate,method,auroc,auprc,recall_at_1pct_fpr,median_detection_delay,segment_iou_at_1pct_fpr
air_quality,UCI Air Quality,C6H6(GT),1.0,2,dropout,64,0.01,0.5,0.15008337965536409,rolling_missing_fraction,0.9962744955550711,0.9763774542806313,0.75,3.5,0.8350515463917526
air_quality,UCI Air Quality,C6H6(GT),1.0,0,dropout,64,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9999588208221302,0.9997687166413329,1.0,0.0,0.9440559440559441
air_quality,UCI Air Quality,C6H6(GT),1.0,0,dropout,64,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9938461352130418,0.9708685928549081,0.8,0.0,0.8745644599303136
air_quality,UCI Air Quality,C6H6(GT),1.0,1,dropout,64,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9998522394205847,0.9991604458821854,1.0,0.0,0.9440559440559441
air_quality,UCI Air Quality,C6H6(GT),1.0,1,dropout,64,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9940326526657461,0.9499494018625001,0.8,0.0,0.872852233676976
air_quality,UCI Air Quality,C6H6(GT),1.0,2,dropout,64,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9999806215633553,0.9998916646118594,1.0,0.0,0.9440559440559441
air_quality,UCI Air Quality,C6H6(GT),1.0,2,dropout,64,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9958178911416321,0.9774014509647343,0.75,5.0,0.8339100346020761
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,16,0.01,0.25,0.15008337965536409,privsaf_dropout_hmm,0.9795896616040501,0.9097960333224773,0.9411764705882353,3.0,0.6503496503496503
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,16,0.01,0.25,0.15008337965536409,rolling_missing_fraction,0.9640699561562871,0.8223023388958747,0.9411764705882353,2.0,0.6577181208053692
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,16,0.01,0.25,0.15008337965536409,privsaf_dropout_hmm,0.9699513116779305,0.869321748921075,0.9411764705882353,1.0,0.6713286713286714
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,16,0.01,0.25,0.15008337965536409,rolling_missing_fraction,0.9441658794176779,0.7747299858773334,0.8823529411764706,3.0,0.5273972602739726
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,16,0.01,0.25,0.15008337965536409,privsaf_dropout_hmm,0.9849356878133857,0.928970670918104,0.9411764705882353,2.0,0.6468531468531469
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,16,0.01,0.25,0.15008337965536409,rolling_missing_fraction,0.9803502652423516,0.8616012083495342,0.9411764705882353,2.0,0.6552901023890785
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,16,0.01,0.5,0.15008337965536409,privsaf_dropout_hmm,0.9910689630114091,0.9648393591160926,1.0,0.0,0.7972027972027972
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,16,0.01,0.5,0.15008337965536409,rolling_missing_fraction,0.9807681127825012,0.8901786104389847,1.0,2.0,0.696969696969697
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,16,0.01,0.5,0.15008337965536409,privsaf_dropout_hmm,0.9933992200179251,0.9662505152771904,1.0,1.0,0.8216783216783217
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,16,0.01,0.5,0.15008337965536409,rolling_missing_fraction,0.9824891601870019,0.8864354470629895,0.8823529411764706,2.0,0.6068965517241379
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,16,0.01,0.5,0.15008337965536409,privsaf_dropout_hmm,0.9941549790470654,0.9758789427538674,1.0,0.0,0.8496503496503497
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,16,0.01,0.5,0.15008337965536409,rolling_missing_fraction,0.9898808226146356,0.9256190981172956,0.9411764705882353,1.0,0.7073170731707317
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,16,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9992345517525374,0.9960368114950147,1.0,0.0,0.9230769230769231
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,16,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9945982607853111,0.9609699585822918,1.0,1.0,0.8048780487804879
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,16,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.998226873047017,0.9910722899661946,1.0,0.0,0.8986013986013986
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,16,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9941452898287431,0.9584930814021677,1.0,1.0,0.8098360655737705
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,16,0.01,0.75,0.15008337965536409,privsaf_dropout_hmm,0.9988905845020952,0.9948469857307852,1.0,0.0,0.9265734265734266
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,16,0.01,0.75,0.15008337965536409,rolling_missing_fraction,0.9970641668483395,0.977597433558618,1.0,0.0,0.8511326860841424
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,64,0.01,0.25,0.15008337965536409,privsaf_dropout_hmm,0.99249812271395,0.968611912947121,0.8,0.0,0.8461538461538461
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,64,0.01,0.25,0.15008337965536409,rolling_missing_fraction,0.9801685923988083,0.8997105276804644,0.6,14.0,0.5448275862068965
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,64,0.01,0.25,0.15008337965536409,privsaf_dropout_hmm,0.9972797519560109,0.9829717587722584,1.0,0.0,0.9020979020979021
air_quality,UCI Air Quality,C6H6(GT),2.0,1,dropout,64,0.01,0.25,0.15008337965536409,rolling_missing_fraction,0.9919494707264491,0.9520451174534578,0.8,2.0,0.7986111111111112
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,64,0.01,0.25,0.15008337965536409,privsaf_dropout_hmm,0.9987161785722937,0.9931321966937139,1.0,0.0,0.9090909090909091
air_quality,UCI Air Quality,C6H6(GT),2.0,2,dropout,64,0.01,0.25,0.15008337965536409,rolling_missing_fraction,0.9915606908412664,0.9572509010496554,0.75,0.0,0.831081081081081
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,64,0.01,0.5,0.15008337965536409,privsaf_dropout_hmm,0.9984739481142358,0.9913730057614264,0.8,0.0,0.8951048951048951
air_quality,UCI Air Quality,C6H6(GT),2.0,0,dropout,64,0.01,0.5,0.15008337965536409,rolling_missing_fraction,0.9884904197853839,0.9424227763173498,0.8,0.0,0.8048780487804879
