station_id,station_file,station_url,page_url,size,size_mb,start,end,rows,qc_tests,station_file_sha256,station_file_bytes
702606-96401,hadisd.3.4.3.2025f_19310101-20250829_702606-96401.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_702606-96401.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,784K,0.765625,2006-01-01 01:00,2024-01-16 17:00,37103,71,f50b953f41cb65f96bd0da58d5fed77b48eb8448d6cbac6dbf4e4dcec022a4db,543804
701045-26649,hadisd.3.4.3.2025f_19310101-20250829_701045-26649.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_701045-26649.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,1017K,0.9931640625,1998-02-26 17:00,2025-08-24 22:00,62096,71,fd8005abf9b520f15477c619277c4e4b3ba1efae9d338ebaa2a66a79b2c7bd36,715597
710480-99999,hadisd.3.4.3.2025f_19310101-20250829_710480-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_710480-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,721K,0.7041015625,2009-02-14 06:00,2024-12-11 15:00,35835,71,7974eb369fcfc47b9ee37812e0cde3d0bedf1f0d65d590b2fdef9a65b6f9ab87,457913
718436-99999,hadisd.3.4.3.2025f_19310101-20250829_718436-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_718436-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,648K,0.6328125,2004-05-10 13:00,2025-08-24 21:00,37964,71,9816889dffa09b2ab833a7ea3bb698adfa3cee9ec50818f784f11e869a4d3a01,394498
727795-99999,hadisd.3.4.3.2025f_19310101-20250829_727795-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_727795-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,742K,0.724609375,1973-01-01 00:00,2002-10-31 23:00,48456,71,0b839c2d182ea50c2792d24dc8b707262e2e033236e2047673762329138659c1,487151
784575-99999,hadisd.3.4.3.2025f_19310101-20250829_784575-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_784575-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,893K,0.8720703125,2007-08-07 12:00,2025-08-24 21:00,84712,71,5b6d449a3eda83a4f694635ec6c47e54cdcba343ac063ee384b3c813d9e3792b,532520
787421-99999,hadisd.3.4.3.2025f_19310101-20250829_787421-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_787421-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,851K,0.8310546875,2004-07-13 11:00,2025-08-24 21:00,73146,71,98059d73189788fe899f2150838ae847c5f6d764ddfd4934eb73d808da39e824,491176
788461-99999,hadisd.3.4.3.2025f_19310101-20250829_788461-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_788461-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,783K,0.7646484375,2004-07-13 13:00,2025-08-24 21:00,75115,71,2c2c63552c4c00fb6cd808d105863eada5fee97f2a64142a0372a04499277322,410161
789460-99999,hadisd.3.4.3.2025f_19310101-20250829_789460-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/data/hadisd.3.4.3.2025f_19310101-20250829_789460-99999.nc.gz,https://hadleyserver.metoffice.gov.uk/hadobs/hadisd/v343_2025f/station_download_7.html,829K,0.8095703125,1949-01-01 12:00,2025-05-28 12:00,36791,71,07127e29a2c5eebf51e483afe1dc295171ceac383e7d964a623135cc3fdddb79,563813
