dataset_id,dataset,epsilon,segment_len,stuck_bin,stuck_value,output_bin_for_value,kl_qs_r,chernoff_qs_r,bucket_p_under_fault,bucket_p_under_normal,bucket_delta,bucket_auc,llr_auc,llr_auprc,auroc_gap,hard_case_flag
air_quality,UCI Air Quality,1.0,16,31,0.96875,19,0.29200398423165996,0.07350870711518079,0.031738214137765244,0.0277528246643452,0.003985389473420045,0.541339,0.987133,0.9863692885763895,0.445794,1.0
air_quality,UCI Air Quality,1.0,32,31,0.96875,19,0.29200398423165996,0.07350870711518079,0.031738214137765244,0.0277528246643452,0.003985389473420045,0.5292190000000001,0.999246,0.9992717588941183,0.47002699999999986,1.0
air_quality,UCI Air Quality,1.0,64,31,0.96875,19,0.29200398423165996,0.07350870711518079,0.031738214137765244,0.0277528246643452,0.003985389473420045,0.5688340000000001,1.0,1.0,0.43116599999999994,0.0
air_quality,UCI Air Quality,2.0,8,0,-0.96875,8,0.3773839272116896,0.10120324046654075,0.08286434811293707,0.06361060681318888,0.01925374129974819,0.5614215,0.970749,0.9723862642517522,0.40932749999999996,0.0
air_quality,UCI Air Quality,2.0,16,0,-0.96875,8,0.3773839272116896,0.10120324046654075,0.08286434811293707,0.06361060681318888,0.01925374129974819,0.575778,0.994437,0.9945175457335573,0.418659,0.0
air_quality,UCI Air Quality,2.0,32,0,-0.96875,8,0.3773839272116896,0.10120324046654075,0.08286434811293707,0.06361060681318888,0.01925374129974819,0.630396,0.999922,0.9999227758195851,0.369526,0.0
air_quality,UCI Air Quality,2.0,64,0,-0.96875,8,0.3773839272116896,0.10120324046654075,0.08286434811293707,0.06361060681318888,0.01925374129974819,0.672777,1.0,1.0,0.32722300000000004,0.0
air_quality,UCI Air Quality,2.0,8,1,-0.90625,9,0.2978430751611665,0.08000580632407213,0.06311058064954468,0.062394963479004986,0.0007156171705396952,0.48283699999999996,0.9466575,0.9489700726231215,0.4638205000000001,1.0
air_quality,UCI Air Quality,2.0,16,1,-0.90625,9,0.2978430751611665,0.08000580632407213,0.06311058064954468,0.062394963479004986,0.0007156171705396952,0.5090975,0.986113,0.9857695865613507,0.47701550000000004,1.0
air_quality,UCI Air Quality,2.0,32,1,-0.90625,9,0.2978430751611665,0.08000580632407213,0.06311058064954468,0.062394963479004986,0.0007156171705396952,0.4947545,0.999699,0.9997084319788364,0.5049445,1.0
air_quality,UCI Air Quality,2.0,64,1,-0.90625,9,0.2978430751611665,0.08000580632407213,0.06311058064954468,0.062394963479004986,0.0007156171705396952,0.49580750000000007,0.999995,0.999995015936255,0.5041874999999999,1.0
air_quality,UCI Air Quality,2.0,8,8,-0.46875,12,0.1605405539629353,0.04433144253797878,0.08494630713934519,0.048845770499701624,0.03610053663964356,0.6067505000000001,0.8902415,0.8812887687733455,0.28349099999999994,0.0
air_quality,UCI Air Quality,2.0,16,8,-0.46875,12,0.1605405539629353,0.04433144253797878,0.08494630713934519,0.048845770499701624,0.03610053663964356,0.6398205,0.956069,0.9557922074118584,0.31624849999999993,0.0
air_quality,UCI Air Quality,2.0,32,8,-0.46875,12,0.1605405539629353,0.04433144253797878,0.08494630713934519,0.048845770499701624,0.03610053663964356,0.7179850000000001,0.9916370000000001,0.9914960105134972,0.273652,0.0
air_quality,UCI Air Quality,2.0,64,8,-0.46875,12,0.1605405539629353,0.04433144253797878,0.08494630713934519,0.048845770499701624,0.03610053663964356,0.7943965,0.999674,0.9996726103670174,0.2052775,0.0
air_quality,UCI Air Quality,2.0,8,16,0.03125,16,0.4874626581050473,0.13526418358395456,0.08494630713934519,0.03160078913200624,0.05334551800733894,0.6463085000000001,0.985436,0.9859466386284053,0.3391274999999999,0.0
air_quality,UCI Air Quality,2.0,16,16,0.03125,16,0.4874626581050473,0.13526418358395456,0.08494630713934519,0.03160078913200624,0.05334551800733894,0.724596,0.9978499999999999,0.998016251418035,0.2732539999999999,0.0
air_quality,UCI Air Quality,2.0,32,16,0.03125,16,0.4874626581050473,0.13526418358395456,0.08494630713934519,0.03160078913200624,0.05334551800733894,0.8137350000000001,1.0,1.0,0.1862649999999999,0.0
air_quality,UCI Air Quality,2.0,64,16,0.03125,16,0.4874626581050473,0.13526418358395456,0.08494630713934519,0.03160078913200624,0.05334551800733894,0.8992455,1.0,1.0,0.10075449999999997,0.0
air_quality,UCI Air Quality,2.0,8,24,0.53125,19,0.8208538587156078,0.21574042421784762,0.08494630713934517,0.022866002215096593,0.06208030492424858,0.6758529999999999,0.9963900000000001,0.9962887028748234,0.3205370000000002,0.0
air_quality,UCI Air Quality,2.0,16,24,0.53125,19,0.8208538587156078,0.21574042421784762,0.08494630713934517,0.022866002215096593,0.06208030492424858,0.7843435,0.999949,0.9999500257200102,0.2156055,0.0
air_quality,UCI Air Quality,2.0,32,24,0.53125,19,0.8208538587156078,0.21574042421784762,0.08494630713934517,0.022866002215096593,0.06208030492424858,0.8590355,1.0,1.0,0.14096450000000005,0.0
air_quality,UCI Air Quality,2.0,64,24,0.53125,19,0.8208538587156078,0.21574042421784762,0.08494630713934517,0.022866002215096593,0.06208030492424858,0.9454515000000001,1.0,1.0,0.05454849999999989,0.0
air_quality,UCI Air Quality,2.0,8,30,0.90625,22,0.9899973015251742,0.2516869092971264,0.0631105806495448,0.017640614562976123,0.04546996608656868,0.6304135,0.9964230000000001,0.9964326796574454,0.3660095000000001,0.0
