source_file,md5,rows,good_rows,missing_value_rows,slh_qc_flag_values,slh_qc_flag_meanings,dropout_interpretation
data\iors_slh\I-ORS_2003_2022_D_SLH.nc,a8601d3cf013742412ee523d172b2ab8,1051920,786849,165702,"1,2,4,5,7,8","good,range,spike,stuck,metadata,missing_value","SLH_QC=8 is treated as a real missing-value/dropout QC label; if availability is sensitive, the missing symbol needs its own LDP accounting or cover traffic."
