dataset_id,dataset,target,epsilon,seed,fault_mode,fault_rate,n_test,evidence_type,stuck_value,segment_length,bias,privsaf_repair_variant,repair_method,mask_source,repair_budget_points,mae,rmse,js,wasserstein,downstream_mean_abs_error,downstream_std_abs_error,downstream_p95_abs_error,mae_fault_points,mae_clean_points,false_repaired_clean_fraction,template_source,template_range,template_flank_delta
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,no_repair,none,0,0.0801348808240187,0.25374524185701025,0.04092462930793504,0.0801348808240187,0.07735555897854896,0.023247693581622486,0.12048192771084332,0.4004518072289157,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,linear_interpolation,oracle_fault_mask,360,0.020421653261182584,0.07275090570439675,0.002209583811523214,0.0073713419548120315,0.0013561751173677417,0.010890237812004822,0.024698795180722405,0.10205153949129855,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,locf,oracle_fault_mask,360,0.032745769068491866,0.1257726320466264,0.0023200697545794507,0.006044187868762433,0.004262743023232374,0.004320962050111121,0.006626506024095896,0.16363788487282466,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,rolling_median,oracle_fault_mask,360,0.058084477989780135,0.19393780404958544,0.008104561571295597,0.04611665115157684,0.042868528030967634,0.035380239148550874,0.12048192771084332,0.29026104417670684,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privatized_zscore_repair,privatized_zscore_topk_mask_linear,360,0.11564863440102027,0.29610535700006857,0.044295385700679715,0.10435516384604565,0.10103337195362883,0.07773564109496561,0.27463855421686684,0.3581617342385415,0.05497822721442706,0.16731517509727625,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,ldp_postmean_hampel_repair,ldp_postmean_hampel_topk_mask_linear,360,0.10690845650528741,0.2781464573706728,0.03993234516278384,0.09938252174903058,0.09607747275929734,0.049666177663248934,0.22349397590361378,0.3654244756804998,0.04223453926895909,0.16842690383546416,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,ldp_window_glr_repair,ldp_window_glr_topk_mask_linear,360,0.15006523912098652,0.3241667395965147,0.03548535282389141,0.027870120446313318,0.0003315094731342061,0.008908029081840463,0.024698795180722405,0.4247371842472703,0.08134953359947009,0.16620344635908837,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privsaf_repair,privsaf_topk_mask_linear,360,0.0719991695520269,0.21696952331434213,0.028152719855729674,0.05794606999426276,0.053970746800431235,0.025823421993519002,0.14518072289156572,0.29818858768406964,0.015412518733725731,0.1311839911061701,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privsaf_soft_private_repair,privsaf_posterior_soft_private,360,0.30498874309709983,0.38539102458361574,0.39980848534582797,0.21131654364790048,0.12186880409023648,0.19898193355616747,0.35050435980647887,0.34322694247609825,0.295422550062743,0.1311839911061701,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,no_repair,none,0,0.06895731899247909,0.2324208304421464,0.03749233279033672,0.0689573189924791,0.06629184888525752,0.017274328131930916,0.0909638554216862,0.344595046854083,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,linear_interpolation,oracle_fault_mask,360,0.019886996568821147,0.07261857223215183,0.0008344527812154359,0.007129127962656638,0.002148114414299851,0.007089522989846664,0.026506024096385,0.09937974118697011,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,locf,oracle_fault_mask,360,0.034697991521394085,0.1339148306168875,0.0016882661141643992,0.0041053597380070585,0.0021765773488618967,0.0039390432390675745,0.006626506024095896,0.17339357429718877,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,rolling_median,oracle_fault_mask,360,0.05248899991293691,0.1740434090788668,0.00523535530729879,0.033870892128826595,0.029832504001553795,0.03028163438907905,0.0909638554216862,0.26229919678714864,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privatized_zscore_repair,privatized_zscore_topk_mask_linear,360,0.11338405316652939,0.30020185183562725,0.042511444222140884,0.10297722295518928,0.09991996892517252,0.08258194817630843,0.3012048192771083,0.30925368139223564,0.06438261733521997,0.16564758198999444,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,ldp_postmean_hampel_repair,ldp_postmean_hampel_topk_mask_linear,360,0.10053342887949798,0.27279821810318483,0.03572895228845476,0.0923421311705968,0.08934515159024092,0.05038061015899603,0.22951807228915602,0.32269745649263726,0.04495382502909484,0.16620344635908837,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,ldp_window_glr_repair,ldp_window_glr_topk_mask_linear,360,0.130810237752777,0.2931871978298654,0.040558051161480854,0.03107549709678068,0.007386968663983251,0.023917952134823672,0.06686746987951744,0.37425519307503774,0.06990670480210719,0.15953307392996108,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privsaf_repair,privsaf_topk_mask_linear,360,0.06497228491509116,0.2101898994100334,0.02487149904617666,0.05083100606986032,0.04694207625387592,0.017157387878165953,0.07891566265060171,0.28102688531905406,0.01092109926851255,0.13285158421345192,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,1,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privsaf_soft_private_repair,privsaf_posterior_soft_private,360,0.3087127803446212,0.38672941428233487,0.4005660954162264,0.21619300623862225,0.12979820059317132,0.19480013030517818,0.33624031997824444,0.35633301681316265,0.29679944808007985,0.13285158421345192,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,no_repair,none,0,0.06503613118399111,0.20643167370870605,0.038665275049582656,0.06503613118399111,0.06212286611705298,0.005216569456268416,0.0475903614457836,0.325,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,linear_interpolation,oracle_fault_mask,360,0.018806186390922224,0.06762692655053407,0.0010353532526544904,0.004728195717835215,0.0015654614009122936,0.0040258916947207846,0.006224899598393452,0.09397869254796964,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,locf,oracle_fault_mask,360,0.03275916339063871,0.12293876233911841,0.001715796385559681,0.005327591633906387,0.003941279291708399,0.0067940719634992375,0.06626506024096382,0.16370481927710845,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,rolling_median,oracle_fault_mask,360,0.04646322923712639,0.14679683564340731,0.004677176440490796,0.026167482604124118,0.02286578219492741,0.017333248186803707,0.0475903614457836,0.23218708165997326,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privatized_zscore_repair,privatized_zscore_topk_mask_linear,360,0.10106071869467867,0.25978544659116565,0.03837632088171674,0.09279586383332106,0.08999645050463112,0.06513446025180886,0.23554216867469827,0.2912243418116912,0.0534867754548423,0.1623123957754308,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,ldp_postmean_hampel_repair,ldp_postmean_hampel_topk_mask_linear,360,0.09036769646680105,0.24188610124181428,0.036006096379850874,0.08290304073436605,0.0795455306495576,0.034899277531530826,0.18132530120481874,0.28820978357875954,0.040872803235178376,0.16064480266814898,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,ldp_window_glr_repair,ldp_window_glr_topk_mask_linear,360,0.11223077478349369,0.24877330729800481,0.03398938553483923,0.03087293761209589,0.020195289216900947,0.022360938358257754,0.06626506024096376,0.35191641212590685,0.052267724440707916,0.1650917176209005,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privsaf_repair,privsaf_topk_mask_linear,360,0.061344321142267795,0.17999428227889772,0.02241452048393159,0.04290290679114457,0.03890380867550247,0.006574404569701542,0.030120481927710857,0.245918395805444,0.01516873609797076,0.13229571984435798,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,2,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,,,mixture,privsaf_soft_private_repair,privsaf_posterior_soft_private,360,0.31097076196439427,0.38751015241940784,0.42143586721243104,0.22506086704822642,0.1393512708169406,0.1939459841086611,0.33624031997824444,0.3285679560449163,0.3065684062527974,0.13229571984435798,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,,,mixture,no_repair,none,0,0.19857417440746875,0.4739924424197134,0.09400135859679087,0.19857417440746863,0.19508495348821647,0.14644315458676732,0.21024096385542243,0.9923192771084339,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,,,mixture,linear_interpolation,oracle_fault_mask,360,0.020421653261182584,0.07275090570439675,0.002209583811523214,0.0073713419548120315,0.0013561751173677417,0.010890237812004822,0.024698795180722405,0.10205153949129855,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,,,mixture,locf,oracle_fault_mask,360,0.032745769068491866,0.1257726320466264,0.0023200697545794507,0.006044187868762433,0.004262743023232374,0.004320962050111121,0.006626506024095896,0.16363788487282466,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,,,mixture,rolling_median,oracle_fault_mask,360,0.055516116718123204,0.1695194752362585,0.0046849246863930015,0.024447986498523287,0.014810771713870685,0.016463662075756058,0.006626506024095896,0.27742637215528787,0.0,0.0,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,,,mixture,privatized_zscore_repair,privatized_zscore_topk_mask_linear,360,0.1650987496400276,0.399293803857485,0.05911543065075548,0.14410114052653086,0.13542831693645074,0.0928316168491286,0.21024096385542243,0.6682320552049469,0.03922801301503044,0.11895497498610338,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,,,mixture,ldp_postmean_hampel_repair,ldp_postmean_hampel_topk_mask_linear,360,0.15644311543003592,0.3858895470014312,0.05838546607426787,0.1401866498791163,0.13669408037932723,0.10993212234891425,0.21024096385542243,0.614624051762606,0.04181828076726643,0.12340188993885493,,,
air_quality,UCI Air Quality,C6H6(GT),2.0,0,iid_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,,,mixture,ldp_window_glr_repair,ldp_window_glr_topk_mask_linear,360,0.2952444079325145,0.5549710334986352,0.10715003029575138,0.26090297822752934,0.25961042614035923,0.1426972519849466,0.21024096385542243,0.9472012549578077,0.13214193056690954,0.16453585325180656,,,
