method_category,method,dataset_id,fault_mode,epsilon,auroc_mean,auroc_std,auprc_mean,auprc_std,runtime_sec_mean,precision_at_fault_budget_mean,recall_at_fault_budget_mean,fault_rate_error_mean,bucket_acc_mean
channel_ablation,privsaf_hmm_wrong_epsilon_half,household_power,segment_stuck,4.0,0.9905682146990741,0.011752992198747309,0.9651728375622403,0.04423391813486035,1.0826240500003526,0.9093749999999999,0.9093749999999999,0.0860857732163162,0.6666666666666666
channel_ablation,privsaf_hmm_wrong_epsilon_half,household_power,template_stuck,2.0,0.9965599681712963,0.0005173908009877239,0.9846381546113184,0.0035430110018376607,1.2144111333339727,0.9486111111111111,0.9486111111111111,0.01777723782506227,0.3333333333333333
channel_ablation,privsaf_hmm_wrong_epsilon_half,household_power,template_stuck,4.0,0.999544994212963,0.0004512145311569684,0.9980823996411393,0.0019655491227987365,1.0367711000011088,0.9798611111111111,0.9798611111111111,0.008321553424539154,0.0
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,bias,2.0,0.5510991753472222,0.020300755799928776,0.20218322794089208,0.009236627489266984,0.7068579000006139,0.15555555555555556,0.15555555555555556,0.059497923726228974,
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,bias,4.0,0.6385228587962963,0.020682372664548185,0.23324777105416253,0.010328491938455957,0.7118284333337215,0.13541666666666666,0.13541666666666666,0.04729323923325791,
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,iid_stuck,2.0,0.5347623697916667,0.036050356726049754,0.20020159288306008,0.014225327793411261,0.705947316667031,0.17465277777777777,0.17465277777777777,0.06670360979974908,0.0
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,iid_stuck,4.0,0.6038903356481482,0.03606792883069618,0.24487391058982452,0.013112175536427266,0.7041235999992447,0.209375,0.209375,0.3081427031955294,0.5
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,segment_stuck,2.0,0.6580016637731482,0.1625604802416076,0.27458916146888274,0.10110214609509736,0.7026686833323765,0.17465277777777777,0.17465277777777777,0.11866158312958285,0.0
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,segment_stuck,4.0,0.883895580150463,0.014972422557626286,0.5919892957928528,0.11282523992231762,0.7075955666665928,0.5864583333333333,0.5864583333333333,0.3127615862991902,0.5
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,template_stuck,2.0,0.6241833043981481,0.059541342662934225,0.22971011223773583,0.025338639827707305,0.7013391333336282,0.11041666666666666,0.11041666666666666,0.08521273474347142,0.3333333333333333
channel_ablation,privsaf_hmm_wrong_epsilon_half,nab,template_stuck,4.0,0.786382740162037,0.03444080846890237,0.43582803678051657,0.11707477497735487,0.7099603666671707,0.3145833333333333,0.3145833333333333,0.3463594193380099,1.0
channel_aware_baseline,ldp_distribution_surprise,air_quality,bias,2.0,0.41495862610351836,0.05365720275998031,0.17059907754582934,0.01574995215150064,0.000190433333045803,0.11666666666666665,0.11666666666666665,,
channel_aware_baseline,ldp_distribution_surprise,air_quality,bias,4.0,0.3089800015442823,0.021082906795116967,0.16066189325328484,0.001031826723571917,0.0001985333340902192,0.1074074074074074,0.1074074074074074,,
channel_aware_baseline,ldp_distribution_surprise,air_quality,iid_stuck,2.0,0.47168156255630195,0.1416972769196907,0.20996969190630868,0.057811400180518516,0.00024126666661080284,0.20925925925925926,0.20925925925925926,,
channel_aware_baseline,ldp_distribution_surprise,air_quality,iid_stuck,4.0,0.4435116014207397,0.3166621626960767,0.23823313842288,0.1030733508326385,0.00019033333289068347,0.1814814814814815,0.1814814814814815,,
channel_aware_baseline,ldp_distribution_surprise,air_quality,segment_stuck,2.0,0.5345192134455512,0.07362223185982868,0.22287859460941806,0.037866267602923075,0.0002149166654514071,0.20462962962962963,0.20462962962962963,,
channel_aware_baseline,ldp_distribution_surprise,air_quality,segment_stuck,4.0,0.6780053985535223,0.1141790121420872,0.31245828717020374,0.06898570143965645,0.00018713333399015633,0.2587962962962963,0.2587962962962963,,
channel_aware_baseline,ldp_distribution_surprise,air_quality,template_stuck,2.0,0.6251746969345996,0.04097112126842243,0.307451363098074,0.02584712507493003,0.00019220000103814527,0.37407407407407406,0.37407407407407406,,
channel_aware_baseline,ldp_distribution_surprise,air_quality,template_stuck,4.0,0.6529946207500065,0.11947652668891341,0.3425778160421782,0.05350749177514583,0.00020433333338587545,0.3111111111111111,0.3111111111111111,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,bias,2.0,0.4655906394675926,0.10724632809904018,0.18800587190681053,0.034166474137733376,0.00015596666586740562,0.14097222222222222,0.14097222222222222,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,bias,4.0,0.3340380859375,0.11747533125301284,0.16394677437942826,0.035455125629551526,0.00016619999829951362,0.11597222222222221,0.11597222222222221,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,iid_stuck,2.0,0.5938586877893518,0.03831795009474631,0.2589586596820163,0.03173958744647692,0.00025378333339176606,0.24826388888888887,0.24826388888888887,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,iid_stuck,4.0,0.497484447337963,0.2738519816009177,0.27638297708142817,0.13180632224378847,0.00017241666561555272,0.24583333333333332,0.24583333333333332,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,segment_stuck,2.0,0.6130096209490741,0.04887095863056551,0.2651320478805301,0.03246268618209583,0.0001671999992443792,0.26875,0.26875,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,segment_stuck,4.0,0.5103934280960648,0.35049637982026616,0.3236608201779381,0.1539228641952703,0.00017180000092290962,0.3222222222222222,0.3222222222222222,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,template_stuck,2.0,0.6823146339699074,0.02079596383096478,0.32448461521503374,0.021892929780520792,0.00015973333332415982,0.35833333333333334,0.35833333333333334,,
channel_aware_baseline,ldp_distribution_surprise,beijing_air,template_stuck,4.0,0.626485279224537,0.2678140209718319,0.37825031037713,0.1645585941744104,0.0001817666670831386,0.44097222222222227,0.44097222222222227,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,bias,2.0,0.4881389250578703,0.022099332873775718,0.1918795957832369,0.009881376989290282,0.0002085666662120881,0.17013888888888887,0.17013888888888887,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,bias,4.0,0.4271840639467593,0.005408070536794104,0.1674446921616418,0.0011821198217312678,0.00019786666719786203,0.08055555555555556,0.08055555555555556,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,iid_stuck,2.0,0.5194404658564815,0.13861998298938247,0.22988100805784115,0.07139822774566906,0.00018621666640683543,0.22465277777777778,0.22465277777777778,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,iid_stuck,4.0,0.4201163736979167,0.2393667754188054,0.20652352704168722,0.07067984585176512,0.00019298333427286707,0.11423611111111111,0.11423611111111111,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,segment_stuck,2.0,0.5167344835069444,0.13221200605847344,0.2313186584778025,0.06981306600243212,0.00025071666702084866,0.2142361111111111,0.2142361111111111,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,segment_stuck,4.0,0.42701343677662035,0.2122159984707962,0.20570348761719104,0.06337461128025805,0.00018456666718217699,0.13576388888888888,0.13576388888888888,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,template_stuck,2.0,0.6017560040509259,0.10637525435874294,0.27279218970574687,0.049794744773215695,0.0001642666660094013,0.31319444444444444,0.31319444444444444,,
channel_aware_baseline,ldp_distribution_surprise,bike_sharing,template_stuck,4.0,0.5629123263888889,0.06954523220436164,0.23572935960918118,0.03437219860618236,0.00024143333333389214,0.04722222222222222,0.04722222222222222,,
channel_aware_baseline,ldp_distribution_surprise,household_power,bias,2.0,0.4643296079282407,0.03893925344589067,0.18271887630943215,0.01154195029149833,0.00021006666671989174,0.14722222222222223,0.14722222222222223,,
channel_aware_baseline,ldp_distribution_surprise,household_power,bias,4.0,0.32305609809027774,0.010135505857964919,0.1546571479384222,0.003437037368628784,0.00021566666691796854,0.05902777777777777,0.05902777777777777,,
channel_aware_baseline,ldp_distribution_surprise,household_power,iid_stuck,2.0,0.480350025318287,0.1148951846197796,0.2221254172432887,0.05804431299447365,0.00034984999971735914,0.22013888888888888,0.22013888888888888,,
channel_aware_baseline,ldp_distribution_surprise,household_power,iid_stuck,4.0,0.48635534215856485,0.288222744879844,0.26051808947642385,0.11977838182069335,0.0002350833334882433,0.21562499999999998,0.21562499999999998,,
channel_aware_baseline,ldp_distribution_surprise,household_power,segment_stuck,2.0,0.5371967230902778,0.0992313898516354,0.2312556123168705,0.04922087026715307,0.00019178333362409225,0.2184027777777778,0.2184027777777778,,
