dataset_id,dataset,target,epsilon,seed,fault_mode,fault_rate,n_test,evidence_type,stuck_value,segment_length,bias,method,fault_ratio_true,fault_ratio_estimated,fault_ratio_abs_error,stuck_bucket_true,stuck_bucket_estimated,stuck_bucket_top1,posterior_brier,posterior_ece,template_source,template_range,template_flank_delta
air_quality,UCI Air Quality,C6H6(GT),4.0,1,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,48.0,,privsaf_hmm,0.2001111728738188,0.420010025035464,0.21989885216164518,1,1,1.0,0.1968612517158978,0.21989885216164515,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,2,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,48.0,,privsaf_mixture,0.2001111728738188,0.37242424242424244,0.17231306955042364,1,1,1.0,0.18504231200037274,0.1781992584218955,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,2,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,-0.9337349397590361,48.0,,privsaf_hmm,0.2001111728738188,0.39236281649618643,0.19225164362236763,1,1,1.0,0.16857950126890026,0.19225164362236763,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,0,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,48.0,,privsaf_mixture,0.2001111728738188,0.17727272727272728,0.022838445601091523,22,22,1.0,0.05311239021463523,0.021785854046871247,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,0,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,48.0,,privsaf_hmm,0.2001111728738188,0.20472945172642965,0.0046182788526108465,22,22,1.0,0.005261795595140738,0.004618278852610874,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,1,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,48.0,,privsaf_mixture,0.2001111728738188,0.18424242424242424,0.015868748631394564,22,22,1.0,0.05004792568812744,0.01998544867673082,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,1,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,48.0,,privsaf_hmm,0.2001111728738188,0.20556821140573706,0.005457038531918257,22,22,1.0,0.007198960151322302,0.008973633041722672,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,2,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,48.0,,privsaf_mixture,0.2001111728738188,0.17727272727272728,0.022838445601091523,22,22,1.0,0.056445542179853966,0.023478743736247466,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,2,segment_stuck,0.2001111728738188,1799,random_synthetic_injection,0.4277108433734942,48.0,,privsaf_hmm,0.2001111728738188,0.20715040257067602,0.007039229696857219,22,22,1.0,0.004959463931765222,0.0076126838340853965,,,
air_quality,UCI Air Quality,C6H6(GT),4.0,0,template_stuck,0.2001111728738188,1799,template_based_semireal_injection,-1.0,8.0,,privsaf_mixture,0.2001111728738188,0.3306060606060606,0.13049488773224183,0,0,1.0,0.1557975969926277,0.1413197305327537,native_flatline,0.0,0.15625
air_quality,UCI Air Quality,C6H6(GT),4.0,0,template_stuck,0.2001111728738188,1799,template_based_semireal_injection,-1.0,8.0,,privsaf_hmm,0.2001111728738188,0.3758051797365923,0.17569400686277348,0,0,1.0,0.1769510865913837,0.18003892906592583,native_flatline,0.0,0.15625
air_quality,UCI Air Quality,C6H6(GT),4.0,1,template_stuck,0.2001111728738188,1799,template_based_semireal_injection,-0.9994979919678716,12.0,,privsaf_mixture,0.2001111728738188,0.34454545454545454,0.14443428167163574,0,0,1.0,0.15559070035263778,0.15452905568297454,native_flatline,0.0060240963855421326,0.14369979919678733
