panel,method,epsilon,cases,runs,auroc_mean,auprc_mean,recall_at_5pct_fpr_mean,precision_at_k_mean,runtime_sec_mean
coops_verified_flat_qc_ldp,privsaf_hmm_scan,2.0,6,12,0.606016471522965,0.12042175097181264,0.1689903315688475,0.12341263844333505,0.15617515817090558
coops_verified_flat_qc_ldp,channel_window_glr_5,2.0,6,12,0.5381943328172789,0.10122744696768547,0.05066935769098727,0.10406005120996781,0.007716339666027731
coops_verified_flat_qc_ldp,report_frequency,2.0,6,12,0.5155609957341992,0.09803154326716262,0.06159007668642503,0.09796094189880343,0.00028405041181637597
coops_verified_flat_qc_ldp,channel_point_glr,2.0,6,12,0.5243467600597896,0.0966986907620337,0.030534272018622067,0.08964093783241021,0.0073784445800508065
coops_verified_flat_qc_ldp,privsaf_hmm_scan,4.0,6,12,0.6136566894830575,0.10610813352080624,0.1213721886381491,0.09909766916403064,0.15717939124685168
coops_verified_flat_qc_ldp,report_frequency,4.0,6,12,0.5452817727496553,0.10043485606026964,0.09188612833348275,0.09360980004810517,0.00027730300401647884
coops_verified_flat_qc_ldp,channel_window_glr_5,4.0,6,12,0.5448029175481818,0.10038033586684654,0.030019280616800047,0.09634354713846534,0.007633814663374021
coops_verified_flat_qc_ldp,channel_point_glr,4.0,6,12,0.5400815980539183,0.09826872610116054,0.0344380208853753,0.09275297601444732,0.007301747161060727
