panel,method,cases,auroc_mean,auroc_std,auprc_mean,auprc_std,runtime_sec_mean,runtime_ms_per_frame_mean
streaming_segment_stuck,privsaf_full_hmm,60,0.9303325478079034,0.14156353238368818,0.8331887180098418,0.2515363509807728,0.8526082533326795,0.3744573211846823
streaming_segment_stuck,privsaf_streaming_top8,60,0.8133671872737868,0.16073222414615718,0.5942558360808609,0.2382985249305923,0.2851623633321045,0.12526631972375402
