station,t0,t1,duration_hours,variable_expr,scalar_variable_count,variable_families,flag,comment,issue,issue_title,issue_url,relevance,commented_out,usable_for_pmldp_triage
UPE_L,2020-01-25T00:00:00+00:00,2020-02-12T00:00:00+00:00,432.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2020-03-07T00:00:00+00:00,2020-03-15T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2020-11-10T00:00:00+00:00,2020-11-12T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-01-12T00:00:00+00:00,2021-01-16T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-01-27T00:00:00+00:00,2021-02-04T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-02-14T00:00:00+00:00,2021-02-23T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-03-04T00:00:00+00:00,2021-03-18T00:00:00+00:00,336.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-03-21T00:00:00+00:00,2021-03-26T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-09-01T00:00:00+00:00,2022-06-17T00:00:00+00:00,6936.0,z_pt,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2021-11-01T00:00:00+00:00,2021-11-03T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-12-09T00:00:00+00:00,2021-12-18T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2021-12-26T00:00:00+00:00,2021-12-29T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-01-07T00:00:00+00:00,2022-01-14T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-02-13T00:00:00+00:00,2022-02-19T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-04-06T00:00:00+00:00,2022-04-10T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-11-16T00:00:00+00:00,2022-11-18T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-11-30T00:00:00+00:00,2022-12-04T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-12-11T00:00:00+00:00,2022-12-13T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-12-20T00:00:00+00:00,2022-12-24T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2022-12-30T00:00:00+00:00,2023-01-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2023-01-10T00:00:00+00:00,2023-01-12T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2023-02-04T00:00:00+00:00,2023-02-21T00:00:00+00:00,408.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2023-03-02T00:00:00+00:00,2023-03-05T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2023-03-17T00:00:00+00:00,2023-03-24T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2023-04-16T00:00:00+00:00,2023-04-20T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2023-05-05T00:00:00+00:00,2023-05-10T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2023-09-17T00:00:00+00:00,2023-09-21T00:00:00+00:00,96.0,z_pt,0,,NAN,manually flagged by bav,143,New SR50 and zpt assessment at multiple stations,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/143,other_manual_flag,0,0
UPE_L,2024-04-09T00:00:00+00:00,2024-04-14T00:00:00+00:00,120.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_L,2024-04-30T00:00:00+00:00,2024-05-02T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2009-10-31T00:00:00+00:00,2009-11-02T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2010-01-06T00:00:00+00:00,2010-01-10T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2010-01-14T00:00:00+00:00,2010-01-21T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2011-01-02T00:00:00+00:00,2011-01-06T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2011-06-02T00:00:00+00:00,2011-07-29T00:00:00+00:00,1368.0,z_stake,0,,CHECKME,manually flagged by bav,,,,other_manual_flag,0,0
UPE_U,2011-09-02T00:00:00+00:00,2011-09-12T00:00:00+00:00,240.0,z_pt,0,,CHECKME,manually flagged by bav,,,,other_manual_flag,0,0
UPE_U,2012-03-09T00:00:00+00:00,2012-03-11T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2012-03-27T00:00:00+00:00,2012-03-29T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2012-08-27T00:00:00+00:00,2012-11-06T00:00:00+00:00,1704.0,z_pt,0,,CHECKME,manually flagged by bav,,,,other_manual_flag,0,0
UPE_U,2012-12-14T00:00:00+00:00,2012-12-17T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2013-01-11T00:00:00+00:00,2013-01-13T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2013-10-04T00:00:00+00:00,2013-10-06T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2014-02-17T00:00:00+00:00,2014-02-25T00:00:00+00:00,192.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2015-06-30T00:00:00+00:00,2015-08-13T00:00:00+00:00,1056.0,z_stake,0,,CHECKME,manually flagged by bav,,,,other_manual_flag,0,0
UPE_U,2015-12-20T00:00:00+00:00,2015-12-22T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2015-12-29T00:00:00+00:00,2016-01-01T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2016-01-22T00:00:00+00:00,2016-01-24T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2018-01-12T00:00:00+00:00,2018-01-16T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2018-03-22T00:00:00+00:00,2018-03-24T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2018-09-14T00:00:00+00:00,2018-09-18T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2018-12-21T00:00:00+00:00,2018-12-25T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2019-04-16T00:00:00+00:00,2019-04-18T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2019-04-24T00:00:00+00:00,2019-04-26T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2019-09-07T00:00:00+00:00,2019-09-17T00:00:00+00:00,240.0,z_pt,0,,CHECKME,manually flagged by bav,,,,other_manual_flag,0,0
UPE_U,2019-10-28T00:00:00+00:00,2019-10-30T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2020-05-04T00:00:00+00:00,2020-05-08T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2020-09-02T00:00:00+00:00,2020-09-08T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2020-09-21T00:00:00+00:00,2020-10-10T00:00:00+00:00,456.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2021-04-14T00:00:00+00:00,2021-04-17T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2021-04-20T00:00:00+00:00,2021-04-24T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2021-05-13T00:00:00+00:00,2021-05-17T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2021-08-31T00:00:00+00:00,2021-09-09T00:00:00+00:00,216.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2021-09-03T00:00:00+00:00,2021-09-12T00:00:00+00:00,216.0,z_pt,0,,CHECKME,manually flagged by bav,,,,other_manual_flag,0,0
UPE_U,2021-09-21T00:00:00+00:00,2021-09-28T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2021-10-02T00:00:00+00:00,2021-10-04T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2021-11-03T00:00:00+00:00,2021-11-05T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-01-25T00:00:00+00:00,2022-01-31T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-02-05T00:00:00+00:00,2022-02-16T00:00:00+00:00,264.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-03-04T00:00:00+00:00,2022-03-06T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-03-10T00:00:00+00:00,2022-03-14T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-03-19T00:00:00+00:00,2022-03-25T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-04-21T00:00:00+00:00,2022-04-23T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-04-28T00:00:00+00:00,2022-05-01T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-05-06T00:00:00+00:00,2022-05-12T00:00:00+00:00,144.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-05-15T00:00:00+00:00,2022-05-22T00:00:00+00:00,168.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-06-11T00:00:00+00:00,2022-06-14T00:00:00+00:00,72.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-09-22T00:00:00+00:00,2022-09-26T00:00:00+00:00,96.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-09-29T00:00:00+00:00,2022-10-01T00:00:00+00:00,48.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
UPE_U,2022-10-04T00:00:00+00:00,2022-10-16T00:00:00+00:00,288.0,dlr ulr dsr usr,0,,RIME,automatically detected as rime-affected (bav),61,Frosting of radiometers,https://github.com/GEUS-Glaciology-and-Climate/PROMICE-AWS-data-issues/issues/61,other_manual_flag,0,0
