dataset,stream,fault_mode,stuck_value_type,epsilon,method,calibration_condition,rows,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,TV_sep_mean,KL_sep_mean,ratio_MAE_mean,bucket_hit1_mean,fault_rate_mean,segment_length_min,segment_length_max
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,2.0,ldp_window_glr,matched_train,12,0.48479500013536936,0.14539608110673466,0.08678842312194174,0.04184182702789235,0.23211724261182942,0.1379103519558833,0.10479166666666667,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,2.0,privsaf_hmm,matched_train,12,0.38398341049382717,0.07301036797721618,0.05832075797879427,0.023942959376068974,0.23211724261182942,0.1379103519558833,0.12214712770511149,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,2.0,privsaf_mixture,matched_train,12,0.5281037131795538,0.037209954067963964,0.0840575495190538,0.03189818993123182,0.23211724261182942,0.1379103519558833,0.2794191919191919,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,median,2.0,ldp_distribution_surprise,matched_train,12,0.30768790949209446,0.022048924959271136,0.053249585037475976,0.018653871718110674,0.2553347779058968,0.16200722225669412,,,0.075,12,24
bike_sharing,cnt,segment_stuck,median,2.0,ldp_window_glr,matched_train,12,0.37552431909248435,0.12530273143742995,0.0699857177413669,0.029784469601483368,0.2553347779058968,0.16200722225669412,0.12131944444444444,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,median,2.0,privsaf_hmm,matched_train,12,0.20328453270521984,0.08189183002683513,0.04507476531111452,0.016063777473918732,0.2553347779058968,0.16200722225669412,0.054279683105298016,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,median,2.0,privsaf_mixture,matched_train,12,0.30819913160602125,0.02572381190153236,0.05364527812047848,0.018619975626528534,0.2553347779058968,0.16200722225669412,0.15512626262626264,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,2.0,ldp_distribution_surprise,matched_train,12,0.42030368407515706,0.02593469693628982,0.06574719865744685,0.023167485827004217,0.21898065782180332,0.1296278305415485,,,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,2.0,ldp_window_glr,matched_train,12,0.5196023357970544,0.11346249263402078,0.1325504712931885,0.0892295257954195,0.21898065782180332,0.1296278305415485,0.11798611111111111,0.08333333333333333,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,2.0,privsaf_hmm,matched_train,12,0.5147870979532164,0.2783419320873796,0.2116619814949545,0.24613855677344096,0.21898065782180332,0.1296278305415485,0.02138994253723867,0.3333333333333333,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,2.0,privsaf_mixture,matched_train,12,0.48896599861923323,0.11326876446078088,0.08064674305638946,0.04201712295847535,0.21898065782180332,0.1296278305415485,0.04805555555555555,0.16666666666666666,0.075,12,24
nab,value,segment_stuck,median,2.0,ldp_distribution_surprise,matched_train,12,0.41399268329001515,0.028149679143043352,0.06494096648971577,0.023602084694353712,0.20459751871671508,0.10755589407251802,,,0.075,12,24
nab,value,segment_stuck,median,2.0,ldp_window_glr,matched_train,12,0.39506370817089015,0.07049449261242004,0.06285761182369883,0.020597309688914885,0.20459751871671508,0.10755589407251802,0.1034722222222222,0.0,0.075,12,24
nab,value,segment_stuck,median,2.0,privsaf_hmm,matched_train,12,0.39631193144899285,0.05206046843866042,0.05864743428445405,0.02320899045733495,0.20459751871671508,0.10755589407251802,0.07864902491968996,0.0,0.075,12,24
nab,value,segment_stuck,median,2.0,privsaf_mixture,matched_train,12,0.42442193930041155,0.03672432387652427,0.06598652099745704,0.0232778084192141,0.20459751871671508,0.10755589407251802,0.08358585858585858,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,min_tv_column,0.5,ldp_distribution_surprise,matched_train,12,0.4786587272579597,0.03175027474426449,0.07443971569423852,0.025742138687198757,0.041045533086188676,0.005488262357548214,,,0.075,12,24
air_quality,C6H6(GT),segment_stuck,min_tv_column,0.5,ldp_window_glr,matched_train,12,0.49114916680203596,0.09022866928825017,0.09191141056614714,0.03826951894545698,0.041045533086188676,0.005488262357548214,0.10833333333333332,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,min_tv_column,0.5,privsaf_hmm,matched_train,12,0.3999799653454625,0.15364776237890423,0.06344986322592537,0.022776463056524355,0.041045533086188676,0.005488262357548214,0.030065470140663773,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,min_tv_column,0.5,privsaf_mixture,matched_train,12,0.4670379507797271,0.03536262388573739,0.06867078030595104,0.023523053096086415,0.041045533086188676,0.005488262357548214,0.30777777777777776,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,min_tv_column,0.5,ldp_distribution_surprise,matched_train,12,0.48997837475633527,0.034352872720519866,0.07658021602416322,0.025981297940660723,0.039465744637236275,0.005298912335539606,,,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,min_tv_column,0.5,ldp_window_glr,matched_train,12,0.5175485129683778,0.11798541867195239,0.1086530651382333,0.04862762695955341,0.039465744637236275,0.005298912335539606,0.10625,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,min_tv_column,0.5,privsaf_hmm,matched_train,12,0.43553602853584583,0.15627499665624173,0.07469664496545309,0.038256003751362795,0.039465744637236275,0.005298912335539606,0.017404647681252626,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,min_tv_column,0.5,privsaf_mixture,matched_train,12,0.4796934562486463,0.031262660357328734,0.07281764220298867,0.025394561518060653,0.039465744637236275,0.005298912335539606,0.3397222222222222,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,min_tv_column,0.5,ldp_distribution_surprise,matched_train,12,0.45968929364305827,0.03095737136103236,0.07140306832728353,0.024307836729628014,0.047163476261314036,0.006915348103022852,,,0.075,12,24
bike_sharing,cnt,segment_stuck,min_tv_column,0.5,ldp_window_glr,matched_train,12,0.5067177854938271,0.10414731309544348,0.08808809226043267,0.029065774670287873,0.047163476261314036,0.006915348103022852,0.118125,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,min_tv_column,0.5,privsaf_hmm,matched_train,12,0.4162900693090752,0.1742060877051242,0.07093458598902826,0.04007379013375752,0.047163476261314036,0.006915348103022852,0.04007376341082806,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,min_tv_column,0.5,privsaf_mixture,matched_train,12,0.45795947720381197,0.0392229402080591,0.06957166714646146,0.024787096906736632,0.047163476261314036,0.006915348103022852,0.21669191919191919,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,min_tv_column,0.5,ldp_distribution_surprise,matched_train,12,0.48600887345679017,0.02827425101576964,0.07554704630845487,0.025717446733777568,0.04028063450823084,0.005713552985540144,,,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,min_tv_column,0.5,ldp_window_glr,matched_train,12,0.5470363601906,0.0792273888745828,0.11431980797451902,0.04626575123788575,0.04028063450823084,0.005713552985540144,0.10340277777777777,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,min_tv_column,0.5,privsaf_hmm,matched_train,12,0.5711522295321637,0.11466107955664552,0.1253741640671736,0.1011168439430903,0.04028063450823084,0.005713552985540144,0.011434576118366383,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,min_tv_column,0.5,privsaf_mixture,matched_train,12,0.5085500257201646,0.02656710999563081,0.07795673720398717,0.026764617401597055,0.04028063450823084,0.005713552985540144,0.10555555555555556,0.0,0.075,12,24
nab,value,segment_stuck,min_tv_column,0.5,ldp_distribution_surprise,matched_train,12,0.47038876367229804,0.03944155583711858,0.07100215043229327,0.02641672556650434,0.03484203939575137,0.004129773796234438,,,0.075,12,24
nab,value,segment_stuck,min_tv_column,0.5,ldp_window_glr,matched_train,12,0.41254580558262943,0.13877309316544734,0.08203604759176035,0.03873652517481867,0.03484203939575137,0.004129773796234438,0.10458333333333335,0.0,0.075,12,24
