dataset,stream,fault_mode,stuck_value_type,epsilon,method,calibration_condition,rows,AUROC_mean,AUROC_std,AUPRC_mean,AUPRC_std,TV_sep_mean,KL_sep_mean,ratio_MAE_mean,bucket_hit1_mean,fault_rate_mean,segment_length_min,segment_length_max
bike_sharing,cnt,segment_stuck,median,0.5,privsaf_hmm,matched_train,12,0.4321983972276369,0.16535766554533363,0.07095748108268153,0.03628214417435531,0.04749794819639788,0.006478804308403909,0.041526645535363726,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,median,0.5,privsaf_mixture,matched_train,12,0.46076294130387696,0.03781406814309316,0.0703784779089867,0.025226417226866357,0.04749794819639788,0.006478804308403909,0.2225,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,ldp_distribution_surprise,matched_train,12,0.48540279131470654,0.024125540703417,0.07552605466839252,0.02658235872286363,0.045892571827810674,0.007114811225923123,,,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,ldp_window_glr,matched_train,12,0.5552319383528265,0.057690943562662265,0.11549792368974514,0.048736278942047344,0.045892571827810674,0.007114811225923123,0.09833333333333333,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,privsaf_hmm,matched_train,12,0.5266729613385315,0.12824700275482642,0.09663759711304648,0.043293923945049,0.045892571827810674,0.007114811225923123,0.009894764805226103,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,0.5,privsaf_mixture,matched_train,12,0.5005161630929175,0.030396793049629958,0.07607303815844131,0.026204216198203505,0.045892571827810674,0.007114811225923123,0.0891919191919192,0.08333333333333333,0.075,12,24
nab,value,segment_stuck,median,0.5,ldp_distribution_surprise,matched_train,12,0.46944950387156165,0.04228655876668876,0.07111988801676236,0.026323523645356214,0.03688707799894865,0.004015800434845944,,,0.075,12,24
nab,value,segment_stuck,median,0.5,ldp_window_glr,matched_train,12,0.41303472560645443,0.1397660352493622,0.08108068766929828,0.03455929463633253,0.03688707799894865,0.004015800434845944,0.10180555555555555,0.0,0.075,12,24
nab,value,segment_stuck,median,0.5,privsaf_hmm,matched_train,12,0.42840744801819364,0.0774205736709685,0.0758125001643015,0.04376584465294525,0.03688707799894865,0.004015800434845944,0.025040861232262752,0.0,0.075,12,24
nab,value,segment_stuck,median,0.5,privsaf_mixture,matched_train,12,0.47622446596816115,0.03792544016678099,0.07224475892447325,0.028652299235384055,0.03688707799894865,0.004015800434845944,0.1557070707070707,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,1.0,ldp_distribution_surprise,matched_train,12,0.46917289365388776,0.027684723720765768,0.07173763427297059,0.025563122589823854,0.09544684072873648,0.02548712711849214,,,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,1.0,ldp_window_glr,matched_train,12,0.4440238520684427,0.11108550026416508,0.08411111642364372,0.036173721565518645,0.09544684072873648,0.02548712711849214,0.10388888888888888,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,1.0,privsaf_hmm,matched_train,12,0.33758199994585225,0.06671763333441166,0.05697650724971535,0.019092810563142344,0.09544684072873648,0.02548712711849214,0.10918995013866056,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,1.0,privsaf_mixture,matched_train,12,0.4496894966969894,0.015319463686325608,0.06710056334947172,0.023609390003763945,0.09544684072873648,0.02548712711849214,0.3038131313131313,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,1.0,ldp_distribution_surprise,matched_train,12,0.4912732665962746,0.028019073676117508,0.07440422982511984,0.026065314107628888,0.08779010972176231,0.023366539905774798,,,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,1.0,ldp_window_glr,matched_train,12,0.5324289818875894,0.13202629333312704,0.09007596982118592,0.03059298711462256,0.08779010972176231,0.023366539905774798,0.11090277777777778,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,1.0,privsaf_hmm,matched_train,12,0.4109683980398527,0.13043668674889208,0.06343256247601715,0.02480568887612529,0.08779010972176231,0.023366539905774798,0.07080941513276297,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,1.0,privsaf_mixture,matched_train,12,0.47363434386506387,0.029019371039436886,0.07191879578740293,0.02538169288302828,0.08779010972176231,0.023366539905774798,0.3270454545454546,0.08333333333333333,0.075,12,24
bike_sharing,cnt,segment_stuck,median,1.0,ldp_distribution_surprise,matched_train,12,0.40954783273770845,0.029242651381105867,0.06273116161481451,0.02217788747255789,0.11441516744638071,0.034720706018969316,,,0.075,12,24
bike_sharing,cnt,segment_stuck,median,1.0,ldp_window_glr,matched_train,12,0.359960353719948,0.10319366735781776,0.06719027003182995,0.022530937575836137,0.11441516744638071,0.034720706018969316,0.10902777777777778,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,median,1.0,privsaf_hmm,matched_train,12,0.2597874025341131,0.10782813915756442,0.04949219567875337,0.020174379276939283,0.11441516744638071,0.034720706018969316,0.05621128426802644,0.0,0.075,12,24
bike_sharing,cnt,segment_stuck,median,1.0,privsaf_mixture,matched_train,12,0.4173697747455058,0.03420699190906315,0.0638120457062941,0.022862752693693797,0.11441516744638071,0.034720706018969316,0.22424242424242424,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,1.0,ldp_distribution_surprise,matched_train,12,0.47434445730452673,0.024571083203301345,0.07170800095929612,0.02592651537107394,0.0953632532197154,0.027792031787415402,,,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,1.0,ldp_window_glr,matched_train,12,0.5555621886506389,0.14438638895006764,0.11068457646018176,0.04384477777175184,0.0953632532197154,0.027792031787415402,0.10840277777777778,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,1.0,privsaf_hmm,matched_train,12,0.5306230709876544,0.12821325401013972,0.12170345018927903,0.08707031384213303,0.0953632532197154,0.027792031787415402,0.015274299316420688,0.0,0.075,12,24
household_power,Global_active_power hourly sample,segment_stuck,median,1.0,privsaf_mixture,matched_train,12,0.5237675134015595,0.036260104092431085,0.08211079864441911,0.029740747596616622,0.0953632532197154,0.027792031787415402,0.1009090909090909,0.16666666666666666,0.075,12,24
nab,value,segment_stuck,median,1.0,ldp_distribution_surprise,matched_train,12,0.46514726486354774,0.026858211405816262,0.07229132853696009,0.025119907016807462,0.07919215719736539,0.017926918806133327,,,0.075,12,24
nab,value,segment_stuck,median,1.0,ldp_window_glr,matched_train,12,0.41571073952241716,0.07034537015405899,0.07260684091490281,0.026811498683785746,0.07919215719736539,0.017926918806133327,0.10944444444444446,0.0,0.075,12,24
nab,value,segment_stuck,median,1.0,privsaf_hmm,matched_train,12,0.4667487342971626,0.06288490375555347,0.0675841723101742,0.025282809757276533,0.07919215719736539,0.017926918806133327,0.08097783286960329,0.0,0.075,12,24
nab,value,segment_stuck,median,1.0,privsaf_mixture,matched_train,12,0.46918035588585666,0.03111248833352195,0.07154713395529634,0.024353930985683832,0.07919215719736539,0.017926918806133327,0.09984848484848485,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,2.0,ldp_distribution_surprise,matched_train,12,0.4202165908598657,0.02858195734386215,0.06657389610695083,0.02379804161955875,0.23472493687969279,0.14188923543730877,,,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,2.0,ldp_window_glr,matched_train,12,0.46118270454299326,0.08985042321596469,0.07711372176021022,0.034028889777645475,0.23472493687969279,0.14188923543730877,0.10409722222222222,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,2.0,privsaf_hmm,matched_train,12,0.3120426548624648,0.08023940659130305,0.05189889017231561,0.01971652925894574,0.23472493687969279,0.14188923543730877,0.13806635983142182,0.0,0.075,12,24
air_quality,C6H6(GT),segment_stuck,median,2.0,privsaf_mixture,matched_train,12,0.4059511046133853,0.020317346377229113,0.06155768911769419,0.021562997687516447,0.23472493687969279,0.14188923543730877,0.22075757575757574,0.0,0.075,12,24
beijing_air,Aotizhongxin PM2.5,segment_stuck,median,2.0,ldp_distribution_surprise,matched_train,12,0.4688973494693524,0.028395038280283523,0.07273968777649924,0.026360988173233783,0.23211724261182942,0.1379103519558833,,,0.075,12,24
