panel,dataset_id,dataset,case,epsilon,seed,method,calibration,label_rule,n_calibration,n_test,fault_rows,fault_rate,normalization_p01,normalization_p99,auroc,auprc,recall_at_5pct_fpr,precision_at_k,estimated_bucket,estimated_fault_rate,runtime_sec
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2007,4.0,2,privsaf_mixture,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,46082,1638,0.03554533223384402,0.030000000000000027,2.5200000000000005,0.6462742649404516,0.07110658907216261,0.17216117216117216,0.152014652014652,20,0.02393939393939394,0.013937299998360686
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2007,4.0,2,privsaf_hmm_global,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,46082,1638,0.03554533223384402,0.030000000000000027,2.5200000000000005,0.3497243901010439,0.02465994128972171,0.0,0.0,24,0.12002021086255889,0.957553200001712
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2007,4.0,2,privsaf_hmm_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,46082,1638,0.03554533223384402,0.030000000000000027,2.5200000000000005,0.7168453964759428,0.06265913635328221,0.029304029304029304,0.016483516483516484,19,0.8381300728750777,0.9129026000009617
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,0,pm_column_likelihood_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.7096352028332684,0.13998748890797025,0.15884021430822565,0.16514339741569492,6,0.195355593919744,0.005999899993184954
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,0,pm_llr_cusum,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.8251273603829832,0.21149904078985354,0.16325244248345414,0.1872045382918374,0,0.20000842140721714,0.13700010000320617
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,0,pm_window_glr,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.9764006975807047,0.9059904992547482,0.9010400252127324,0.8203592814371258,0,0.19899785254115962,0.7900865999981761
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,0,generic_pm_hmm,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.8942480094579741,0.5604741511135971,0.7160416010085093,0.5934446895682319,2,0.16777333698636565,4.749725600006059
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,0,privsaf_mixture,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.7390845488646893,0.18178641013210037,0.27072171446580523,0.24361802710368735,0,0.05181818181818182,0.02661410000291653
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,0,privsaf_hmm_global,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.8805880055722557,0.6017445235373208,0.7595335644500473,0.64513079104948,0,0.11910607687952159,0.9615981000097236
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,0,privsaf_hmm_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.8613691701111093,0.36760721198222823,0.44279861329971637,0.40624015127639457,0,0.6648414385732223,1.0132576000032714
iors_real_stuck_qc_pmldp,iors_slh_qc,I-ORS sea level height QC,2009,2.0,1,pm_column_likelihood_scan,previous_year_good_qc_rows,SLH_QC_5_episode_length_ge_8,50000,47498,3173,0.06680281275001053,0.05,2.53,0.7075082927030434,0.13831799757585933,0.15789473684210525,0.1601008509297195,6,0.1961766811234157,0.009064500001841225
