method,rows,corr_AUPRC_TV_sep,corr_AUPRC_KL_sep
ldp_distribution_surprise,1080,-0.08489491058379148,-0.062302692596796834
ldp_window_glr,1080,0.25676210192476945,0.3133542596173591
privsaf_hmm,1080,0.3527529779140208,0.41057193939018943
privsaf_mixture,1080,0.11803957911307134,0.15809968876628863
