panel,label_code,method,station_cases,stations,rows_total,positive_rows_total,auroc_case_mean,auprc_case_mean,auprc_case_median,auprc_case_min,precision_at_k_case_mean,selected_case_count,selected_run_count,run_count
hadisd_multistation_streak_pmldp,DSS,privsaf_hmm,17,17,801109,2842,0.46551365785077814,0.004684667240237853,0.004552959161166582,0.0004473832017190164,0.00516640931893076,8,35,102
hadisd_multistation_streak_pmldp,DSS,privsaf_mixture,17,17,801109,2842,0.4955472320134528,0.0038161457342052027,0.001950939113452987,0.000645546133400041,0.0005116410234089937,8,45,102
hadisd_multistation_streak_pmldp,DSS,pm_column_likelihood_scan,17,17,801109,2842,0.4550647508287869,0.0032784637375839693,0.002304316800719661,0.0004878844540210929,0.001340422406476464,1,22,102
hadisd_multistation_streak_pmldp,TSS,privsaf_hmm,7,7,313627,1003,0.5590221383464359,0.006089539560336232,0.003045872064658794,0.0014290815559345582,0.0044444444444444444,4,17,42
hadisd_multistation_streak_pmldp,TSS,privsaf_mixture,7,7,313627,1003,0.48448329213669983,0.004697008890812276,0.0021320144323232347,0.0017895780587366369,0.007908056763589315,2,16,42
hadisd_multistation_streak_pmldp,TSS,pm_column_likelihood_scan,7,7,313627,1003,0.5186342843081095,0.0036776310500770504,0.001924111262069987,0.001518248436139772,0.0032749277918360043,1,9,42
