panel,method,cases,auroc_mean,auroc_std,auprc_mean,auprc_std,runtime_sec_mean
nab_native_labeled_system_failure,ldp_postmean_iforest,12,0.6480229127447823,0.07506614814581226,0.22043656948134774,0.032500035694601206,0.0
nab_native_labeled_system_failure,ldp_postmean_lof,12,0.5355760824821422,0.08340166785339045,0.18175645387717218,0.043654166681950025,0.0
nab_native_labeled_system_failure,ldp_postmean_subseq_nn,12,0.575762510221408,0.08609956020307412,0.21445277522364561,0.040466980213088526,0.0
nab_native_labeled_system_failure,pm_subseq_nn,12,0.5770572998007332,0.11767372142417652,0.2246796166426189,0.04688655191473835,0.0
nab_native_labeled_system_failure,pm_window_iforest,12,0.6968281945591711,0.042893638838899004,0.27044722677964855,0.03369829006799935,0.0
nab_native_labeled_system_failure,pm_window_lof,12,0.6435612170363328,0.04802385397583198,0.2821492473357938,0.07490599575509858,0.0
nab_native_labeled_system_failure,privsaf_hmm_scan,12,0.4430361855851917,0.15847791491494617,0.15404500724970413,0.0844823603522653,4.823910491668357
